format,impl,op,ns_per_elem,elems_per_s,rel_time,agree,n,reps,seconds
fp64,mpfr,fma,23.0860,43316373,0.171,1024,1024,12848,0.3037
fp64,mpfr+754,fma,38.6390,25880594,0.286,1024,1024,7810,0.3090
fp64,cpu-hw,fma,0.1688,5923049531,0.001,1024,1024,1838916,0.3179
fp64,libcft,div,2685.6318,372352,1.000,1024,1024,115,0.3163
fp64,mpfr,div,15.5652,64245987,0.006,1024,1024,19376,0.3088
fp64,mpfr+754,div,27.1325,36856169,0.010,1024,1024,11164,0.3102
fp64,cpu-hw,div,0.1560,6410898474,0.000,1024,1024,1979127,0.3161
fp64,libcft,sqrt,3245.2611,308142,1.000,1024,1024,95,0.3157
fp64,mpfr,sqrt,9.9713,100288230,0.003,1024,1024,28836,0.2944
fp64,mpfr+754,sqrt,31.5498,31695903,0.010,1024,1024,9765,0.3155
fp64,cpu-hw,sqrt,0.3047,3282424187,0.000,1024,1024,1016327,0.3171
fp64,libcft,add,158.5747,6306178,1.000,4096,4096,481,0.3124
fp64,mpfr,add,11.5766,86380880,0.073,4096,4096,6346,0.3009
fp64,mpfr+754,add,25.1198,39809200,0.158,4096,4096,3040,0.3128
fp64,cpu-hw,add,0.1394,7171425899,0.001,4096,4096,543211,0.3103
fp64,libcft,mul,123.8176,8076399,1.000,4096,4096,619,0.3139
fp64,mpfr,mul,11.6285,85995910,0.094,4096,4096,6622,0.3154
fp64,mpfr+754,mul,22.1847,45076079,0.179,4096,4096,3455,0.3140
fp64,cpu-hw,mul,0.1349,7414455311,0.001,4096,4096,538721,0.2976
fp64,libcft,fma,136.1217,7346369,1.000,4096,4096,561,0.3128
fp64,mpfr,fma,31.5906,31655021,0.232,4096,4096,2299,0.2975
fp64,mpfr+754,fma,43.5735,22949721,0.320,4096,4096,1704,0.3041
fp64,cpu-hw,fma,0.1736,5761613566,0.001,4096,4096,438977,0.3121
fp64,libcft,div,2667.5066,374882,1.000,4096,4096,28,0.3059
fp64,mpfr,div,17.3499,57637224,0.007,4096,4096,4096,0.2911
fp64,mpfr+754,div,26.4457,37813338,0.010,4096,4096,2861,0.3099
fp64,cpu-hw,div,0.1598,6258724808,0.000,4096,4096,474731,0.3107
fp64,libcft,sqrt,3221.6288,310402,1.000,4096,4096,24,0.3167
fp64,mpfr,sqrt,15.7691,63415303,0.005,4096,4096,4096,0.2646
fp64,mpfr+754,sqrt,33.3533,29982020,0.010,4096,4096,2235,0.3053
fp64,cpu-hw,sqrt,0.3053,3274997108,0.000,4096,4096,247774,0.3099
fp64,libcft,add,158.6652,6302580,1.000,16384,16384,121,0.3145
fp64,mpfr,add,16.5460,60437590,0.104,16384,16384,1150,0.3118
fp64,mpfr+754,add,27.1249,36866530,0.171,16384,16384,703,0.3124
fp64,cpu-hw,add,0.1862,5371336499,0.001,16384,16384,95076,0.2900
fp64,libcft,mul,123.5076,8096668,1.000,16384,16384,155,0.3136
fp64,mpfr,mul,11.7328,85231331,0.095,16384,16384,1632,0.3137
fp64,mpfr+754,mul,22.2162,45012133,0.180,16384,16384,865,0.3149
fp64,cpu-hw,mul,0.1849,5407853272,0.001,16384,16384,101355,0.3071
fp64,libcft,fma,135.9868,7353657,1.000,16384,16384,141,0.3141
fp64,mpfr,fma,33.3884,29950537,0.246,16384,16384,567,0.3102
fp64,mpfr+754,fma,45.6271,21916813,0.336,16384,16384,417,0.3117
fp64,cpu-hw,fma,0.2784,3591313123,0.002,16384,16384,64899,0.2961
fp64,libcft,div,2695.6329,370970,1.000,16384,16384,8,0.3533
fp64,mpfr,div,17.7467,56348450,0.007,16384,16384,1085,0.3155
fp64,mpfr+754,div,27.1195,36873892,0.010,16384,16384,698,0.3101
fp64,cpu-hw,div,0.1866,5359170936,0.000,16384,16384,91678,0.2803
fp64,libcft,sqrt,3253.9469,307319,1.000,16384,16384,6,0.3199
fp64,mpfr,sqrt,23.7891,42036055,0.007,16384,16384,798,0.3110
fp64,mpfr+754,sqrt,34.2025,29237623,0.011,16384,16384,551,0.3088
fp64,cpu-hw,sqrt,0.3054,3274260031,0.000,16384,16384,62650,0.3135
fp64,libcft,add,157.4446,6351440,1.000,65536,65536,31,0.3199
fp64,mpfr,add,17.5626,56939234,0.112,65536,65536,269,0.3096
fp64,mpfr+754,add,27.5239,36332095,0.175,65536,65536,174,0.3139
fp64,cpu-hw,add,0.1856,5387424130,0.001,65536,65536,25646,0.3120
fp64,libcft,mul,123.4303,8101738,1.000,65536,65536,39,0.3155
fp64,mpfr,mul,12.1326,82422884,0.098,65536,65536,395,0.3141
fp64,mpfr+754,mul,22.8029,43854110,0.185,65536,65536,210,0.3138
fp64,cpu-hw,mul,0.1861,5374894034,0.002,65536,65536,24945,0.3042
fp64,libcft,fma,135.5866,7375358,1.000,65536,65536,36,0.3199
fp64,mpfr,fma,34.9681,28597527,0.258,65536,65536,138,0.3163
fp64,mpfr+754,fma,46.2145,21638244,0.341,65536,65536,104,0.3150
fp64,cpu-hw,fma,0.2782,3595030224,0.002,65536,65536,16859,0.3073
fp64,libcft,div,2667.9993,374813,1.000,65536,65536,2,0.3497
fp64,mpfr,div,17.9703,55647413,0.007,65536,65536,264,0.3109
fp64,mpfr+754,div,27.4597,36416982,0.010,65536,65536,175,0.3149
fp64,cpu-hw,div,0.1853,5397894300,0.000,65536,65536,25732,0.3124
fp64,libcft,sqrt,3259.3536,306809,1.000,65536,65536,2,0.4272
fp64,mpfr,sqrt,25.3445,39456250,0.008,65536,65536,190,0.3156
fp64,mpfr+754,sqrt,34.6521,28858317,0.011,65536,65536,140,0.3179
fp64,cpu-hw,sqrt,0.3057,3271394723,0.000,65536,65536,15645,0.3134
fp64,libcft,add,157.9170,6332440,1.000,262144,262144,4,0.1656
fp64,mpfr,add,18.0562,55382779,0.114,262144,262144,32,0.1515
fp64,mpfr+754,add,27.7334,36057613,0.176,262144,262144,21,0.1527
fp64,cpu-hw,add,0.1910,5234623765,0.001,262144,262144,2460,0.1232
fp64,libcft,mul,124.0883,8058778,1.000,262144,262144,5,0.1626
fp64,mpfr,mul,12.1933,82012054,0.098,262144,262144,49,0.1566
fp64,mpfr+754,mul,22.8634,43738050,0.184,262144,262144,26,0.1558
fp64,cpu-hw,mul,0.1939,5158351834,0.002,262144,262144,2369,0.1204
fp64,libcft,fma,134.8778,7414120,1.000,262144,262144,5,0.1768
fp64,mpfr,fma,34.8932,28658840,0.259,262144,262144,18,0.1646
fp64,mpfr+754,fma,45.8767,21797546,0.340,262144,262144,13,0.1563
fp64,cpu-hw,fma,0.2932,3410131926,0.002,262144,262144,1853,0.1424
fp64,libcft,div,2674.6063,373887,1.000,262144,262144,1,0.7011
fp64,mpfr,div,18.1888,54978785,0.007,262144,262144,32,0.1526
fp64,mpfr+754,div,27.8381,35921992,0.010,262144,262144,22,0.1605
fp64,cpu-hw,div,0.1862,5371909797,0.000,262144,262144,2687,0.1311
fp64,libcft,sqrt,3239.4218,308697,1.000,262144,262144,1,0.8492
fp64,mpfr,sqrt,25.8461,38690607,0.008,262144,262144,23,0.1558
fp64,mpfr+754,sqrt,34.7708,28759802,0.011,262144,262144,18,0.1641
fp64,cpu-hw,sqrt,0.3017,3314539380,0.000,262144,262144,1930,0.1526
fp64,libcft,add,159.3637,6274953,1.000,1048576,1048576,1,0.1671
fp64,mpfr,add,17.6111,56782436,0.111,1048576,1048576,9,0.1662
fp64,mpfr+754,add,27.6178,36208568,0.173,1048576,1048576,6,0.1738
fp64,cpu-hw,add,0.3171,3153545550,0.002,1048576,1048576,428,0.1423
fp64,libcft,mul,126.1272,7928501,1.000,1048576,1048576,1,0.1323
fp64,mpfr,mul,11.9298,83823492,0.095,1048576,1048576,12,0.1501
fp64,mpfr+754,mul,22.5661,44314231,0.179,1048576,1048576,7,0.1656
fp64,cpu-hw,mul,0.2986,3348737302,0.002,1048576,1048576,477,0.1494
fp64,libcft,fma,138.0386,7244349,1.000,1048576,1048576,1,0.1447
fp64,mpfr,fma,34.9968,28574045,0.254,1048576,1048576,5,0.1835
fp64,mpfr+754,fma,46.1287,21678454,0.334,1048576,1048576,4,0.1935
fp64,cpu-hw,fma,0.4702,2126604186,0.003,1048576,1048576,332,0.1637
fp64,libcft,div,2670.7048,374433,1.000,1048576,1048576,1,2.8004
fp64,mpfr,div,18.4034,54337753,0.007,1048576,1048576,8,0.1544
fp64,mpfr+754,div,27.3061,36621881,0.010,1048576,1048576,6,0.1718
fp64,cpu-hw,div,0.2930,3412975086,0.000,1048576,1048576,521,0.1601
fp64,libcft,sqrt,3241.9748,308454,1.000,1048576,1048576,1,3.3995
fp64,mpfr,sqrt,25.6073,39051413,0.008,1048576,1048576,6,0.1611
fp64,mpfr+754,sqrt,34.7975,28737715,0.011,1048576,1048576,5,0.1824
fp64,cpu-hw,sqrt,0.3081,3245811968,0.000,1048576,1048576,454,0.1467
fp64,libcft,add,159.3919,6273845,1.000,4194304,4194304,1,0.6685
fp64,mpfr,add,18.1842,54992841,0.114,4194304,4194304,3,0.2288
fp64,mpfr+754,add,27.5981,36234322,0.173,4194304,4194304,2,0.2315
fp64,cpu-hw,add,0.3297,3032716399,0.002,4194304,4194304,106,0.1466
fp64,libcft,mul,124.7637,8015150,1.000,4194304,4194304,1,0.5233
fp64,mpfr,mul,11.8340,84502100,0.095,4194304,4194304,4,0.1985
fp64,mpfr+754,mul,22.8069,43846413,0.183,4194304,4194304,2,0.1913
fp64,cpu-hw,mul,0.3274,3054007321,0.003,4194304,4194304,114,0.1566
fp64,libcft,fma,136.8949,7304872,1.000,4194304,4194304,1,0.5742
fp64,mpfr,fma,35.0788,28507276,0.256,4194304,4194304,1,0.1471
fp64,mpfr+754,fma,45.9325,21771062,0.336,4194304,4194304,1,0.1927
fp64,cpu-hw,fma,0.4126,2423836044,0.003,4194304,4194304,84,0.1454
fp64,libcft,div,2675.8912,373707,1.000,4194304,4194304,1,11.2235
fp64,mpfr,div,18.1671,55044443,0.007,4194304,4194304,2,0.1524
fp64,mpfr+754,div,27.5098,36350671,0.010,4194304,4194304,2,0.2308
fp64,cpu-hw,div,0.3122,3203167859,0.000,4194304,4194304,118,0.1545
fp64,libcft,sqrt,3252.3568,307469,1.000,4194304,4194304,1,13.6414
fp64,mpfr,sqrt,25.4730,39257255,0.008,4194304,4194304,2,0.2137
fp64,mpfr+754,sqrt,34.9557,28607605,0.011,4194304,4194304,1,0.1466
fp64,cpu-hw,sqrt,0.3213,3112604004,0.000,4194304,4194304,111,0.1496
fp128,libcft,add,211.6772,4724175,1.000,1,1,1412755,0.2990
fp128,mpfr,add,8.2054,121870758,0.039,1,1,1048576,0.0086
fp128,mpfr+754,add,18.5804,53820048,0.088,1,1,1048576,0.0195
fp128,libcft,mul,147.6991,6770521,1.000,1,1,2139295,0.3160
fp128,mpfr,mul,9.2373,108256865,0.063,1,1,1048576,0.0097
fp128,mpfr+754,mul,21.1504,47280540,0.143,1,1,4194304,0.0887
fp128,libcft,fma,176.5469,5664217,1.000,1,1,1755981,0.3100
fp128,mpfr,fma,28.0409,35662211,0.159,1,1,1048576,0.0294
fp128,mpfr+754,fma,41.2009,24271328,0.233,1,1,4194304,0.1728
fp128,libcft,div,6114.4710,163546,1.000,1,1,51192,0.3130
fp128,mpfr,div,12.3873,80728000,0.002,1,1,1048576,0.0130
fp128,mpfr+754,div,22.8250,43811605,0.004,1,1,4194304,0.0957
fp128,libcft,sqrt,7261.7713,137707,1.000,1,1,42816,0.3109
fp128,mpfr,sqrt,13.4668,74256497,0.002,1,1,1048576,0.0141
fp128,mpfr+754,sqrt,21.9603,45536805,0.003,1,1,1048576,0.0230
fp128,libcft,add,207.3770,4822134,1.000,4,4,378417,0.3139
fp128,mpfr,add,8.1744,122332847,0.039,4,4,1048576,0.0343
fp128,mpfr+754,add,19.3091,51789079,0.093,4,4,4189853,0.3236
fp128,libcft,mul,149.4459,6691386,1.000,4,4,517577,0.3094
fp128,mpfr,mul,8.1335,122947837,0.054,4,4,4194304,0.1365
fp128,mpfr+754,mul,20.6325,48467312,0.138,4,4,3883201,0.3205
fp128,libcft,fma,172.1692,5808241,1.000,4,4,452597,0.3117
fp128,mpfr,fma,31.9825,31267105,0.186,4,4,2489440,0.3185
fp128,mpfr+754,fma,45.5156,21970470,0.264,4,4,1629017,0.2966
fp128,libcft,div,4728.0633,211503,1.000,4,4,16559,0.3132
fp128,mpfr,div,12.3801,80774641,0.003,4,4,4194304,0.2077
fp128,mpfr+754,div,22.2237,44996960,0.005,4,4,3352431,0.2980
fp128,libcft,sqrt,5751.6166,173864,1.000,4,4,13609,0.3131
fp128,mpfr,sqrt,14.4371,69265801,0.003,4,4,4194304,0.2422
fp128,mpfr+754,sqrt,23.0515,43381168,0.004,4,4,3169298,0.2922
fp128,libcft,add,201.5218,4962243,1.000,16,16,100353,0.3236
fp128,mpfr,add,7.7463,129094014,0.038,16,16,2516357,0.3119
fp128,mpfr+754,add,18.7094,53448989,0.093,16,16,1051983,0.3149
fp128,libcft,mul,154.8419,6458201,1.000,16,16,128540,0.3185
fp128,mpfr,mul,8.3275,120083610,0.054,16,16,2297252,0.3061
fp128,mpfr+754,mul,20.5976,48549458,0.133,16,16,964083,0.3177
fp128,libcft,fma,167.8051,5959293,1.000,16,16,117702,0.3160
fp128,mpfr,fma,34.5492,28944253,0.206,16,16,566032,0.3129
fp128,mpfr+754,fma,47.6157,21001480,0.284,16,16,407052,0.3101
fp128,libcft,div,4252.5177,235155,1.000,16,16,4096,0.2787
fp128,mpfr,div,12.4529,80302438,0.003,16,16,1539734,0.3068
fp128,mpfr+754,div,23.2334,43041402,0.005,16,16,840456,0.3124
fp128,libcft,sqrt,5168.9688,193462,1.000,16,16,3828,0.3166
fp128,mpfr,sqrt,14.1086,70878958,0.003,16,16,1442152,0.3255
fp128,mpfr+754,sqrt,22.5847,44277839,0.004,16,16,861727,0.3114
fp128,libcft,add,210.8581,4742526,1.000,64,64,23513,0.3173
fp128,mpfr,add,8.2861,120684094,0.039,64,64,589489,0.3126
fp128,mpfr+754,add,20.1153,49713449,0.095,64,64,244977,0.3154
fp128,libcft,mul,157.0165,6368759,1.000,64,64,31435,0.3159
fp128,mpfr,mul,8.6456,115665268,0.055,64,64,563823,0.3120
fp128,mpfr+754,mul,22.3013,44840436,0.142,64,64,220121,0.3142
fp128,libcft,fma,177.7244,5626690,1.000,64,64,27527,0.3131
fp128,mpfr,fma,37.7377,26498709,0.212,64,64,134341,0.3245
fp128,mpfr+754,fma,51.5232,19408723,0.290,64,64,95759,0.3158
fp128,libcft,div,4126.5676,242332,1.000,64,64,1216,0.3211
fp128,mpfr,div,13.1170,76236982,0.003,64,64,373211,0.3133
fp128,mpfr+754,div,25.9088,38596893,0.006,64,64,188541,0.3126
fp128,libcft,sqrt,4961.0184,201572,1.000,64,64,966,0.3067
fp128,mpfr,sqrt,13.8495,72205028,0.003,64,64,351291,0.3114
fp128,mpfr+754,sqrt,23.1307,43232621,0.005,64,64,206352,0.3055
fp128,libcft,add,212.9853,4695160,1.000,256,256,5736,0.3128
fp128,mpfr,add,8.1511,122683232,0.038,256,256,153828,0.3210
fp128,mpfr+754,add,20.9747,47676480,0.098,256,256,56884,0.3054
fp128,libcft,mul,160.7240,6221846,1.000,256,256,7692,0.3165
fp128,mpfr,mul,10.7398,93111521,0.067,256,256,115399,0.3173
fp128,mpfr+754,mul,23.1241,43244846,0.144,256,256,53042,0.3140
fp128,libcft,fma,179.5106,5570703,1.000,256,256,6800,0.3125
fp128,mpfr,fma,42.2570,23664699,0.235,256,256,29572,0.3199
fp128,mpfr+754,fma,55.1204,18142100,0.307,256,256,22143,0.3125
fp128,libcft,div,4092.6738,244339,1.000,256,256,294,0.3080
fp128,mpfr,div,13.1074,76292818,0.003,256,256,91684,0.3076
fp128,mpfr+754,div,30.9051,32357139,0.008,256,256,39536,0.3128
fp128,libcft,sqrt,4952.0156,201938,1.000,256,256,250,0.3169
fp128,mpfr,sqrt,13.8984,71950634,0.003,256,256,89180,0.3173
fp128,mpfr+754,sqrt,24.3114,41132912,0.005,256,256,45350,0.2822
fp128,libcft,add,214.5963,4659912,1.000,1024,1024,1417,0.3114
fp128,mpfr,add,8.9133,112192373,0.042,1024,1024,32222,0.2941
fp128,mpfr+754,add,24.1308,41440734,0.112,1024,1024,12496,0.3088
fp128,libcft,mul,160.6335,6225353,1.000,1024,1024,1942,0.3194
fp128,mpfr,mul,12.2004,81964559,0.076,1024,1024,24943,0.3116
fp128,mpfr+754,mul,23.1171,43258051,0.144,1024,1024,13136,0.3110
fp128,libcft,fma,180.1267,5551649,1.000,1024,1024,1710,0.3154
fp128,mpfr,fma,45.3682,22041849,0.252,1024,1024,6699,0.3112
fp128,mpfr+754,fma,57.9999,17241404,0.322,1024,1024,5195,0.3085
fp128,libcft,div,4054.5044,246639,1.000,1024,1024,64,0.2657
fp128,mpfr,div,16.7023,59872105,0.004,1024,1024,16776,0.2869
fp128,mpfr+754,div,35.5340,28142054,0.009,1024,1024,8562,0.3115
fp128,libcft,sqrt,4910.2936,203654,1.000,1024,1024,64,0.3218
fp128,mpfr,sqrt,16.7036,59867223,0.003,1024,1024,18437,0.3154
fp128,mpfr+754,sqrt,35.9039,27852101,0.007,1024,1024,8414,0.3093
fp128,libcft,add,214.5732,4660415,1.000,4096,4096,360,0.3164
fp128,mpfr,add,13.3546,74880730,0.062,4096,4096,5606,0.3067
fp128,mpfr+754,add,26.6390,37538902,0.124,4096,4096,2776,0.3029
fp128,libcft,mul,160.9627,6212620,1.000,4096,4096,475,0.3132
fp128,mpfr,mul,12.4744,80164311,0.077,4096,4096,6028,0.3080
fp128,mpfr+754,mul,23.3782,42774933,0.145,4096,4096,3313,0.3172
fp128,libcft,fma,180.6192,5536510,1.000,4096,4096,419,0.3100
fp128,mpfr,fma,47.8661,20891614,0.265,4096,4096,1579,0.3096
fp128,mpfr+754,fma,60.1349,16629285,0.333,4096,4096,1293,0.3185
fp128,libcft,div,4071.8544,245588,1.000,4096,4096,19,0.3169
fp128,mpfr,div,26.4692,37779737,0.007,4096,4096,2893,0.3137
fp128,mpfr+754,div,38.4987,25974878,0.009,4096,4096,2028,0.3198
fp128,libcft,sqrt,4917.4652,203357,1.000,4096,4096,16,0.3223
fp128,mpfr,sqrt,34.3898,29078397,0.007,4096,4096,2159,0.3041
fp128,mpfr+754,sqrt,46.0756,21703464,0.009,4096,4096,1611,0.3040
fp128,libcft,add,214.8204,4655051,1.000,16384,16384,89,0.3132
fp128,mpfr,add,18.1473,55104521,0.084,16384,16384,1028,0.3057
fp128,mpfr+754,add,28.4434,35157561,0.132,16384,16384,671,0.3127
fp128,libcft,mul,160.8112,6218471,1.000,16384,16384,119,0.3135
fp128,mpfr,mul,12.7999,78125732,0.080,16384,16384,1496,0.3137
fp128,mpfr+754,mul,23.5176,42521355,0.146,16384,16384,823,0.3171
fp128,libcft,fma,180.7188,5533458,1.000,16384,16384,107,0.3168
fp128,mpfr,fma,49.3303,20271517,0.273,16384,16384,391,0.3160
fp128,mpfr+754,fma,60.6382,16491246,0.336,16384,16384,310,0.3080
fp128,libcft,div,4066.4429,245915,1.000,16384,16384,5,0.3331
fp128,mpfr,div,29.2665,34168816,0.007,16384,16384,646,0.3098
fp128,mpfr+754,div,39.4722,25334287,0.010,16384,16384,480,0.3104
fp128,libcft,sqrt,4888.6719,204555,1.000,16384,16384,4,0.3204
fp128,mpfr,sqrt,38.1259,26228871,0.008,16384,16384,493,0.3080
fp128,mpfr+754,sqrt,48.1438,20771120,0.010,16384,16384,400,0.3155
fp128,libcft,add,215.7829,4634288,1.000,65536,65536,22,0.3111
fp128,mpfr,add,19.3202,51759184,0.090,65536,65536,245,0.3102
fp128,mpfr+754,add,29.0189,34460252,0.134,65536,65536,163,0.3100
fp128,libcft,mul,161.4419,6194178,1.000,65536,65536,31,0.3280
fp128,mpfr,mul,13.1089,76283815,0.081,65536,65536,372,0.3196
fp128,mpfr+754,mul,23.6965,42200290,0.147,65536,65536,201,0.3121
fp128,libcft,fma,181.9611,5495681,1.000,65536,65536,26,0.3100
fp128,mpfr,fma,49.6709,20132530,0.273,65536,65536,96,0.3125
fp128,mpfr+754,fma,61.7003,16207365,0.339,65536,65536,64,0.2588
fp128,libcft,div,4076.8738,245286,1.000,65536,65536,1,0.2672
fp128,mpfr,div,30.0607,33266049,0.007,65536,65536,159,0.3132
fp128,mpfr+754,div,39.8062,25121711,0.010,65536,65536,119,0.3104
fp128,libcft,sqrt,4901.3824,204024,1.000,65536,65536,1,0.3212
fp128,mpfr,sqrt,39.8547,25091140,0.008,65536,65536,122,0.3187
fp128,mpfr+754,sqrt,49.1008,20366284,0.010,65536,65536,98,0.3154
fp128,libcft,add,216.3798,4621503,1.000,262144,262144,3,0.1702
fp128,mpfr,add,19.3946,51560859,0.090,262144,262144,30,0.1525
fp128,mpfr+754,add,29.1336,34324622,0.135,262144,262144,20,0.1527
fp128,libcft,mul,160.6665,6224074,1.000,262144,262144,4,0.1685
fp128,mpfr,mul,12.9218,77388689,0.080,262144,262144,38,0.1287
fp128,mpfr+754,mul,24.0970,41499001,0.150,262144,262144,24,0.1516
fp128,libcft,fma,183.7797,5441297,1.000,262144,262144,4,0.1927
fp128,mpfr,fma,49.8921,20043250,0.271,262144,262144,12,0.1569
fp128,mpfr+754,fma,61.5456,16248125,0.335,262144,262144,10,0.1613
fp128,libcft,div,4046.6805,247116,1.000,262144,262144,1,1.0608
fp128,mpfr,div,30.4029,32891549,0.008,262144,262144,20,0.1594
fp128,mpfr+754,div,39.9718,25017662,0.010,262144,262144,14,0.1467
fp128,libcft,sqrt,4918.8957,203298,1.000,262144,262144,1,1.2895
fp128,mpfr,sqrt,39.4407,25354543,0.008,262144,262144,15,0.1551
fp128,mpfr+754,sqrt,49.8540,20058587,0.010,262144,262144,12,0.1568
fp128,libcft,add,214.5624,4660648,1.000,1048576,1048576,1,0.2250
fp128,mpfr,add,19.7139,50725685,0.092,1048576,1048576,8,0.1654
fp128,mpfr+754,add,29.2002,34246373,0.136,1048576,1048576,5,0.1531
fp128,libcft,mul,160.5787,6227475,1.000,1048576,1048576,1,0.1684
fp128,mpfr,mul,13.3854,74708120,0.083,1048576,1048576,11,0.1544
fp128,mpfr+754,mul,23.8261,41970741,0.148,1048576,1048576,6,0.1499
fp128,libcft,fma,181.2935,5515918,1.000,1048576,1048576,1,0.1901
fp128,mpfr,fma,49.7103,20116566,0.274,1048576,1048576,3,0.1564
fp128,mpfr+754,fma,60.6524,16487390,0.335,1048576,1048576,3,0.1908
fp128,libcft,div,4061.1629,246235,1.000,1048576,1048576,1,4.2584
fp128,mpfr,div,30.5889,32691583,0.008,1048576,1048576,5,0.1604
fp128,mpfr+754,div,40.8740,24465428,0.010,1048576,1048576,4,0.1714
fp128,libcft,sqrt,4904.6841,203887,1.000,1048576,1048576,1,5.1429
fp128,mpfr,sqrt,39.7689,25145255,0.008,1048576,1048576,4,0.1668
fp128,mpfr+754,sqrt,48.7509,20512451,0.010,1048576,1048576,3,0.1534
fp128,libcft,add,218.9245,4567784,1.000,4194304,4194304,1,0.9182
fp128,mpfr,add,19.3719,51621250,0.088,4194304,4194304,2,0.1625
fp128,mpfr+754,add,29.9370,33403448,0.137,4194304,4194304,1,0.1256
fp128,libcft,mul,160.4090,6234065,1.000,4194304,4194304,1,0.6728
fp128,mpfr,mul,12.8542,77795713,0.080,4194304,4194304,3,0.1617
fp128,mpfr+754,mul,24.2407,41252879,0.151,4194304,4194304,2,0.2033
fp128,libcft,fma,181.5484,5508174,1.000,4194304,4194304,1,0.7615
fp128,mpfr,fma,50.2191,19912759,0.277,4194304,4194304,1,0.2106
fp128,mpfr+754,fma,61.0743,16373511,0.336,4194304,4194304,1,0.2562
fp128,libcft,div,4071.1923,245628,1.000,4194304,4194304,1,17.0758
fp128,mpfr,div,30.2405,33068197,0.007,4194304,4194304,1,0.1268
fp128,mpfr+754,div,39.3598,25406628,0.010,4194304,4194304,1,0.1651
fp128,libcft,sqrt,4911.0270,203623,1.000,4194304,4194304,1,20.5983
fp128,mpfr,sqrt,40.3512,24782440,0.008,4194304,4194304,1,0.1692
fp128,mpfr+754,sqrt,49.0832,20373556,0.010,4194304,4194304,1,0.2059
fp256,libcft,add,318.6887,3137858,1.000,1,1,980339,0.3124
fp256,mpfr,add,11.7979,84760811,0.037,1,1,1048576,0.0124
fp256,mpfr+754,add,22.9657,43543255,0.072,1,1,4194304,0.0963
fp256,libcft,mul,228.8234,4370181,1.000,1,1,1364174,0.3122
fp256,mpfr,mul,28.8647,34644359,0.126,1,1,11134974,0.3214
fp256,mpfr+754,mul,42.3343,23621498,0.185,1,1,4194304,0.1776
fp256,libcft,fma,266.5282,3751948,1.000,1,1,1156099,0.3081
fp256,mpfr,fma,41.8165,23914021,0.157,1,1,4194304,0.1754
fp256,mpfr+754,fma,54.1866,18454753,0.203,1,1,4194304,0.2273
fp256,libcft,div,8965.7348,111536,1.000,1,1,34875,0.3127
fp256,mpfr,div,61.5828,16238299,0.007,1,1,4194304,0.2583
fp256,mpfr+754,div,74.6061,13403724,0.008,1,1,4133199,0.3084
fp256,libcft,sqrt,10723.9194,93249,1.000,1,1,29198,0.3131
fp256,mpfr,sqrt,81.2786,12303366,0.008,1,1,3825178,0.3109
fp256,mpfr+754,sqrt,89.7096,11147079,0.008,1,1,3596137,0.3226
fp256,libcft,add,317.6345,3148272,1.000,4,4,257546,0.3272
fp256,mpfr,add,12.1739,82143005,0.038,4,4,4194304,0.2042
fp256,mpfr+754,add,23.9986,41669150,0.076,4,4,3244485,0.3115
fp256,libcft,mul,228.9587,4367599,1.000,4,4,341258,0.3125
fp256,mpfr,mul,27.3689,36537884,0.120,4,4,2898797,0.3173
fp256,mpfr+754,mul,40.0102,24993628,0.175,4,4,1962156,0.3140
fp256,libcft,fma,261.6644,3821689,1.000,4,4,262144,0.2744
fp256,mpfr,fma,44.4459,22499256,0.170,4,4,1715962,0.3051
fp256,mpfr+754,fma,55.7426,17939601,0.213,4,4,1389606,0.3098
fp256,libcft,div,7592.6323,131707,1.000,4,4,10261,0.3116
fp256,mpfr,div,65.1474,15349798,0.009,4,4,1215846,0.3168
fp256,mpfr+754,div,78.1797,12791045,0.010,4,4,998696,0.3123
fp256,libcft,sqrt,9308.5036,107429,1.000,4,4,8320,0.3098
fp256,mpfr,sqrt,88.6782,11276730,0.010,4,4,884417,0.3137
fp256,mpfr+754,sqrt,104.2546,9591906,0.011,4,4,748689,0.3122
fp256,libcft,add,311.8748,3206415,1.000,16,16,61980,0.3093
fp256,mpfr,add,13.8300,72306358,0.044,16,16,1426383,0.3156
fp256,mpfr+754,add,24.7421,40416891,0.079,16,16,773794,0.3063
fp256,libcft,mul,236.1741,4234165,1.000,16,16,82576,0.3120
fp256,mpfr,mul,31.6223,31623214,0.134,16,16,613101,0.3102
fp256,mpfr+754,mul,43.9372,22759775,0.186,16,16,444928,0.3128
fp256,libcft,fma,255.0272,3921150,1.000,16,16,75700,0.3089
fp256,mpfr,fma,39.9637,25022730,0.157,16,16,490164,0.3134
fp256,mpfr+754,fma,52.4844,19053287,0.206,16,16,375214,0.3151
fp256,libcft,div,7071.2934,141417,1.000,16,16,2708,0.3064
fp256,mpfr,div,68.9940,14494004,0.010,16,16,262144,0.2894
fp256,mpfr+754,div,84.1707,11880622,0.012,16,16,235641,0.3173
fp256,libcft,sqrt,8688.5898,115093,1.000,16,16,2294,0.3189
fp256,mpfr,sqrt,100.1194,9988074,0.012,16,16,180791,0.2896
fp256,mpfr+754,sqrt,115.9897,8621452,0.013,16,16,172484,0.3201
fp256,libcft,add,315.2319,3172268,1.000,64,64,15620,0.3151
fp256,mpfr,add,14.5611,68676364,0.046,64,64,332561,0.3099
