format,impl,op,ns_per_elem,elems_per_s,rel_time,agree,n,reps,seconds
fp256,mpfr+754,add,26.9923,37047597,0.086,64,64,183961,0.3178
fp256,libcft,mul,234.6015,4262547,1.000,64,64,21041,0.3159
fp256,mpfr,mul,35.4201,28232528,0.151,64,64,133906,0.3036
fp256,mpfr+754,mul,46.9748,21287988,0.200,64,64,102655,0.3086
fp256,libcft,fma,266.9837,3745547,1.000,64,64,18411,0.3146
fp256,mpfr,fma,47.5532,21029091,0.178,64,64,101790,0.3098
fp256,mpfr+754,fma,60.9228,16414225,0.228,64,64,80600,0.3143
fp256,libcft,div,6923.8008,144429,1.000,64,64,714,0.3164
fp256,mpfr,div,78.0781,12807686,0.011,64,64,63323,0.3164
fp256,mpfr+754,div,90.1406,11093783,0.013,64,64,53943,0.3112
fp256,libcft,sqrt,8520.9690,117358,1.000,64,64,576,0.3141
fp256,mpfr,sqrt,112.0237,8926679,0.013,64,64,44166,0.3166
fp256,mpfr+754,sqrt,127.1699,7863499,0.015,64,64,38273,0.3115
fp256,libcft,add,320.3897,3121199,1.000,256,256,3492,0.2864
fp256,mpfr,add,14.4272,69313652,0.045,256,256,84378,0.3116
fp256,mpfr+754,add,28.3382,35288098,0.088,256,256,42664,0.3095
fp256,libcft,mul,236.5006,4228319,1.000,256,256,5153,0.3120
fp256,mpfr,mul,35.1232,28471180,0.149,256,256,34551,0.3107
fp256,mpfr+754,mul,46.9510,21298785,0.199,256,256,26663,0.3205
fp256,libcft,fma,266.7284,3749132,1.000,256,256,4096,0.2797
fp256,mpfr,fma,50.9871,19612818,0.191,256,256,24085,0.3144
fp256,mpfr+754,fma,63.5242,15742026,0.238,256,256,19157,0.3115
fp256,libcft,div,6880.7040,145334,1.000,256,256,176,0.3100
fp256,mpfr,div,79.5991,12562958,0.012,256,256,15163,0.3090
fp256,mpfr+754,div,93.0290,10749332,0.014,256,256,13036,0.3105
fp256,libcft,sqrt,8396.7900,119093,1.000,256,256,147,0.3160
fp256,mpfr,sqrt,121.7544,8213253,0.015,256,256,10051,0.3133
fp256,mpfr+754,sqrt,135.9025,7358216,0.016,256,256,9040,0.3145
fp256,libcft,add,320.4270,3120836,1.000,1024,1024,964,0.3163
fp256,mpfr,add,17.1822,58199683,0.054,1024,1024,17511,0.3081
fp256,mpfr+754,add,31.4198,31827036,0.098,1024,1024,9810,0.3156
fp256,libcft,mul,235.8023,4240840,1.000,1024,1024,1289,0.3112
fp256,mpfr,mul,36.9619,27054850,0.157,1024,1024,8194,0.3101
fp256,mpfr+754,mul,48.5294,20606074,0.206,1024,1024,6273,0.3117
fp256,libcft,fma,270.4954,3696920,1.000,1024,1024,1102,0.3052
fp256,mpfr,fma,55.0491,18165615,0.204,1024,1024,5537,0.3121
fp256,mpfr+754,fma,67.2994,14858981,0.249,1024,1024,4096,0.2823
fp256,libcft,div,6864.8098,145670,1.000,1024,1024,46,0.3234
fp256,mpfr,div,81.6674,12244792,0.012,1024,1024,3760,0.3144
fp256,mpfr+754,div,93.3635,10710819,0.014,1024,1024,3237,0.3095
fp256,libcft,sqrt,8382.8125,119292,1.000,1024,1024,37,0.3176
fp256,mpfr,sqrt,128.5739,7777629,0.015,1024,1024,2330,0.3068
fp256,mpfr+754,sqrt,141.4181,7071232,0.017,1024,1024,2081,0.3014
fp256,libcft,add,322.5240,3100544,1.000,4096,4096,240,0.3171
fp256,mpfr,add,21.8573,45751391,0.068,4096,4096,3366,0.3013
fp256,mpfr+754,add,33.6508,29716938,0.104,4096,4096,2257,0.3111
fp256,libcft,mul,238.7486,4188506,1.000,4096,4096,315,0.3080
fp256,mpfr,mul,36.8063,27169247,0.154,4096,4096,2072,0.3124
fp256,mpfr+754,mul,48.0759,20800457,0.201,4096,4096,1563,0.3078
fp256,libcft,fma,270.5491,3696187,1.000,4096,4096,278,0.3081
fp256,mpfr,fma,55.8613,17901487,0.206,4096,4096,1384,0.3167
fp256,mpfr+754,fma,67.4616,14823249,0.249,4096,4096,1128,0.3117
fp256,libcft,div,6844.9041,146094,1.000,4096,4096,11,0.3084
fp256,mpfr,div,81.7861,12227019,0.012,4096,4096,955,0.3199
fp256,mpfr+754,div,92.7327,10783683,0.014,4096,4096,833,0.3164
fp256,libcft,sqrt,8306.1035,120393,1.000,4096,4096,10,0.3402
fp256,mpfr,sqrt,130.1210,7685152,0.016,4096,4096,579,0.3086
fp256,mpfr+754,sqrt,143.3428,6976282,0.017,4096,4096,537,0.3153
fp256,libcft,add,324.2528,3084014,1.000,16384,16384,61,0.3241
fp256,mpfr,add,25.1222,39805508,0.077,16384,16384,755,0.3108
fp256,mpfr+754,add,35.8065,27927866,0.110,16384,16384,535,0.3139
fp256,libcft,mul,239.4247,4176678,1.000,16384,16384,64,0.2511
fp256,mpfr,mul,37.2839,26821214,0.156,16384,16384,492,0.3005
fp256,mpfr+754,mul,48.2592,20721418,0.202,16384,16384,390,0.3084
fp256,libcft,fma,271.8954,3677885,1.000,16384,16384,64,0.2851
fp256,mpfr,fma,56.3040,17760731,0.207,16384,16384,324,0.2989
fp256,mpfr+754,fma,67.6235,14787761,0.249,16384,16384,282,0.3124
fp256,libcft,div,6855.5094,145868,1.000,16384,16384,3,0.3370
fp256,mpfr,div,81.8194,12222035,0.012,16384,16384,236,0.3164
fp256,mpfr+754,div,93.1621,10733984,0.014,16384,16384,207,0.3160
fp256,libcft,sqrt,8385.4167,119255,1.000,16384,16384,3,0.4122
fp256,mpfr,sqrt,133.0036,7518593,0.016,16384,16384,145,0.3160
fp256,mpfr+754,sqrt,144.6673,6912412,0.017,16384,16384,131,0.3105
fp256,libcft,add,323.3521,3092604,1.000,65536,65536,15,0.3179
fp256,mpfr,add,26.7206,37424375,0.083,65536,65536,177,0.3100
fp256,mpfr+754,add,36.5913,27328915,0.113,65536,65536,130,0.3117
fp256,libcft,mul,238.7935,4187719,1.000,65536,65536,21,0.3286
fp256,mpfr,mul,37.4204,26723397,0.157,65536,65536,128,0.3139
fp256,mpfr+754,mul,49.1580,20342585,0.206,65536,65536,99,0.3189
fp256,libcft,fma,274.2538,3646257,1.000,65536,65536,18,0.3235
fp256,mpfr,fma,57.4464,17407521,0.209,65536,65536,84,0.3162
fp256,mpfr+754,fma,68.4607,14606920,0.250,65536,65536,64,0.2871
fp256,libcft,div,6846.5424,146059,1.000,65536,65536,1,0.4487
fp256,mpfr,div,82.7878,12079073,0.012,65536,65536,55,0.2984
fp256,mpfr+754,div,94.1076,10626137,0.014,65536,65536,53,0.3269
fp256,libcft,sqrt,8376.8463,119377,1.000,65536,65536,1,0.5490
fp256,mpfr,sqrt,133.6148,7484201,0.016,65536,65536,38,0.3327
fp256,mpfr+754,sqrt,144.7009,6910807,0.017,65536,65536,34,0.3224
fp256,libcft,add,320.9000,3116236,1.000,262144,262144,2,0.1682
fp256,mpfr,add,26.1094,38300314,0.081,262144,262144,23,0.1574
fp256,mpfr+754,add,35.8968,27857675,0.112,262144,262144,17,0.1600
fp256,libcft,mul,240.2662,4162051,1.000,262144,262144,3,0.1890
fp256,mpfr,mul,37.2300,26860048,0.155,262144,262144,16,0.1562
fp256,mpfr+754,mul,48.9168,20442867,0.204,262144,262144,12,0.1539
fp256,libcft,fma,270.1098,3702198,1.000,262144,262144,3,0.2124
fp256,mpfr,fma,56.9649,17554678,0.211,262144,262144,11,0.1643
fp256,mpfr+754,fma,69.1350,14464447,0.256,262144,262144,9,0.1631
fp256,libcft,div,6825.0198,146520,1.000,262144,262144,1,1.7891
fp256,mpfr,div,81.9201,12207020,0.012,262144,262144,7,0.1503
fp256,mpfr+754,div,93.8546,10654775,0.014,262144,262144,7,0.1722
fp256,libcft,sqrt,8364.7041,119550,1.000,262144,262144,1,2.1928
fp256,mpfr,sqrt,132.8911,7524959,0.016,262144,262144,5,0.1742
fp256,mpfr+754,sqrt,143.6090,6963350,0.017,262144,262144,4,0.1506
fp256,libcft,add,327.9476,3049267,1.000,1048576,1048576,1,0.3439
fp256,mpfr,add,26.2690,38067744,0.080,1048576,1048576,6,0.1653
fp256,mpfr+754,add,36.6795,27263180,0.112,1048576,1048576,4,0.1538
fp256,libcft,mul,237.6966,4207043,1.000,1048576,1048576,1,0.2492
fp256,mpfr,mul,37.2064,26877088,0.157,1048576,1048576,4,0.1561
fp256,mpfr+754,mul,49.1241,20356615,0.207,1048576,1048576,3,0.1545
fp256,libcft,fma,272.6183,3668132,1.000,1048576,1048576,1,0.2859
fp256,mpfr,fma,57.2151,17477917,0.210,1048576,1048576,3,0.1800
fp256,mpfr+754,fma,68.1518,14673129,0.250,1048576,1048576,3,0.2144
fp256,libcft,div,6856.3337,145851,1.000,1048576,1048576,1,7.1894
fp256,mpfr,div,81.8210,12221807,0.012,1048576,1048576,2,0.1716
fp256,mpfr+754,div,93.6737,10675354,0.014,1048576,1048576,2,0.1964
fp256,libcft,sqrt,8357.5058,119653,1.000,1048576,1048576,1,8.7635
fp256,mpfr,sqrt,132.4825,7548165,0.016,1048576,1048576,1,0.1389
fp256,mpfr+754,sqrt,145.3724,6878885,0.017,1048576,1048576,1,0.1524
fp256,libcft,add,325.1872,3075152,1.000,4194304,4194304,1,1.3639
fp256,mpfr,add,25.9953,38468560,0.080,4194304,4194304,2,0.2181
fp256,mpfr+754,add,36.4556,27430604,0.112,4194304,4194304,1,0.1529
fp256,libcft,mul,238.3807,4194971,1.000,4194304,4194304,1,0.9998
fp256,mpfr,mul,37.6427,26565564,0.158,4194304,4194304,1,0.1579
fp256,mpfr+754,mul,49.0978,20367521,0.206,4194304,4194304,1,0.2059
fp256,libcft,fma,273.4265,3657290,1.000,4194304,4194304,1,1.1468
fp256,mpfr,fma,58.8725,16985870,0.215,4194304,4194304,1,0.2469
fp256,mpfr+754,fma,68.3644,14627500,0.250,4194304,4194304,1,0.2867
fp256,libcft,div,6866.0989,145643,1.000,4194304,4194304,1,28.7985
fp256,mpfr,div,82.9751,12051801,0.012,4194304,4194304,1,0.3480
fp256,mpfr+754,div,93.7443,10667318,0.014,4194304,4194304,1,0.3932
fp256,libcft,sqrt,8378.2976,119356,1.000,4194304,4194304,1,35.1411
fp256,mpfr,sqrt,134.7160,7423021,0.016,4194304,4194304,1,0.5650
fp256,mpfr+754,sqrt,143.5802,6964749,0.017,4194304,4194304,1,0.6022
