backend,path,tiles,format,bytes_per_elem,op,n,ns_per_elem,elems_per_s,mb_per_s,reps,seconds
software,host,0,fp32,4,abs,1,60.2665,16592968,132.7,1663732,0.1003
software,host,0,fp32,4,neg,1,55.1915,18118716,144.9,2254968,0.1245
software,host,0,fp32,4,copysign,1,55.8890,17892595,214.7,2243937,0.1254
software,host,0,fp32,4,min,1,100.4180,9958370,119.5,1260583,0.1266
software,host,0,fp32,4,max,1,99.4448,10055828,120.7,1241544,0.1235
software,host,0,fp32,4,minnum,1,100.3221,9967894,119.6,1261919,0.1266
software,host,0,fp32,4,maxnum,1,99.8462,10015406,120.2,1232289,0.1230
software,host,0,fp32,4,cmplt,1,127.4263,7847676,94.2,981989,0.1251
software,host,0,fp32,4,cmple,1,128.1794,7801568,93.6,975694,0.1251
software,host,0,fp32,4,cmpeq,1,102.6912,9737932,116.9,1214858,0.1248
software,host,0,fp32,4,select,1,59.5220,16800501,268.8,2097090,0.1248
software,host,0,fp32,4,iand,1,51.6458,19362648,232.4,2403769,0.1241
software,host,0,fp32,4,ior,1,52.4258,19074589,228.9,2392756,0.1254
software,host,0,fp32,4,ixor,1,53.2643,18774309,225.3,2347969,0.1251
software,host,0,fp32,4,iadd,1,54.9098,18211681,218.5,2279826,0.1252
software,host,0,fp32,4,isub,1,65.1222,15355738,184.3,1916329,0.1248
software,host,0,fp32,4,ishl,1,69.0695,14478169,173.7,1798931,0.1243
software,host,0,fp32,4,ishr,1,56.6871,17640706,211.7,2212210,0.1254
software,host,0,fp32,4,icmplt,1,48.8234,20481998,245.8,2511204,0.1226
software,host,0,fp32,4,add,1,299.6015,3337767,40.1,417659,0.1251
software,host,0,fp32,4,sub,1,307.1070,3256194,39.1,407247,0.1251
software,host,0,fp32,4,mul,1,235.3451,4249080,51.0,531935,0.1252
software,host,0,fp32,4,fma,1,265.8322,3761771,60.2,469993,0.1249
device,host,1,fp32,4,abs,1,70537.9188,14177,0.1,1736,0.1225
device,host,1,fp32,4,neg,1,70433.6651,14198,0.1,1780,0.1254
device,host,1,fp32,4,copysign,1,70037.8041,14278,0.2,1787,0.1252
device,host,1,fp32,4,min,1,69661.3345,14355,0.2,1791,0.1248
device,host,1,fp32,4,max,1,69608.3021,14366,0.2,1784,0.1242
device,host,1,fp32,4,minnum,1,69728.0815,14341,0.2,1804,0.1258
device,host,1,fp32,4,maxnum,1,76773.3203,13025,0.2,1786,0.1371
device,host,1,fp32,4,cmplt,1,81707.1705,12239,0.1,1572,0.1284
device,host,1,fp32,4,cmple,1,91426.3472,10938,0.1,1472,0.1346
device,host,1,fp32,4,cmpeq,1,103412.7959,9670,0.1,1225,0.1267
device,host,1,fp32,4,select,1,103446.4278,9667,0.2,1206,0.1248
device,host,1,fp32,4,iand,1,103433.6358,9668,0.1,1208,0.1249
device,host,1,fp32,4,ior,1,103444.0917,9667,0.1,1210,0.1252
device,host,1,fp32,4,ixor,1,103514.2769,9661,0.1,1210,0.1253
device,host,1,fp32,4,iadd,1,103775.8548,9636,0.1,1205,0.1250
device,host,1,fp32,4,isub,1,103562.0481,9656,0.1,1206,0.1249
device,host,1,fp32,4,ishl,1,103582.3436,9654,0.1,1205,0.1248
device,host,1,fp32,4,ishr,1,103580.7504,9654,0.1,1206,0.1249
device,host,1,fp32,4,icmplt,1,103649.7114,9648,0.1,1209,0.1253
device,host,1,fp32,4,add,1,103732.7704,9640,0.1,1202,0.1247
device,host,1,fp32,4,sub,1,103699.2810,9643,0.1,1210,0.1255
device,host,1,fp32,4,mul,1,103545.9734,9658,0.1,1203,0.1246
device,host,1,fp32,4,fma,1,103512.7643,9661,0.2,1209,0.1251
device,resident,1,fp32,4,abs,1,29305.1078,34124,0.3,4018,0.1177
device,resident,1,fp32,4,neg,1,28895.1824,34608,0.3,4096,0.1184
device,resident,1,fp32,4,copysign,1,28000.1040,35714,0.4,4096,0.1147
device,resident,1,fp32,4,min,1,27625.6648,36198,0.4,4096,0.1132
device,resident,1,fp32,4,max,1,34457.7170,29021,0.3,4096,0.1411
device,resident,1,fp32,4,minnum,1,38694.9537,25843,0.3,3352,0.1297
device,resident,1,fp32,4,maxnum,1,39225.5572,25494,0.3,3196,0.1254
device,resident,1,fp32,4,cmplt,1,39125.5547,25559,0.3,3189,0.1248
device,resident,1,fp32,4,cmple,1,39171.6056,25529,0.3,3210,0.1257
device,resident,1,fp32,4,cmpeq,1,39999.4428,25000,0.3,3103,0.1241
device,resident,1,fp32,4,select,1,40002.2942,24999,0.4,3124,0.1250
device,resident,1,fp32,4,iand,1,40075.6953,24953,0.3,3111,0.1247
device,resident,1,fp32,4,ior,1,40760.7094,24533,0.3,3070,0.1251
device,resident,1,fp32,4,ixor,1,40945.0089,24423,0.3,3040,0.1245
device,resident,1,fp32,4,iadd,1,38913.6904,25698,0.3,3046,0.1185
device,resident,1,fp32,4,isub,1,34653.6339,28857,0.3,3453,0.1197
device,resident,1,fp32,4,ishl,1,34060.4291,29360,0.4,3668,0.1249
device,resident,1,fp32,4,ishr,1,34045.4011,29373,0.4,3672,0.1250
device,resident,1,fp32,4,icmplt,1,34002.1345,29410,0.4,3664,0.1246
device,resident,1,fp32,4,add,1,33956.6583,29449,0.4,3682,0.1250
device,resident,1,fp32,4,sub,1,35193.1735,28415,0.3,3678,0.1294
device,resident,1,fp32,4,mul,1,38197.2717,26180,0.3,3415,0.1304
device,resident,1,fp32,4,fma,1,38540.9571,25946,0.4,3241,0.1249
device,host,4,fp32,4,abs,1,68666.5725,14563,0.1,1820,0.1250
device,host,4,fp32,4,neg,1,70046.3162,14276,0.1,1787,0.1252
device,host,4,fp32,4,copysign,1,70123.9877,14260,0.2,1787,0.1253
device,host,4,fp32,4,min,1,69893.6975,14307,0.2,1802,0.1259
device,host,4,fp32,4,max,1,70821.1600,14120,0.2,1769,0.1253
device,host,4,fp32,4,minnum,1,70175.6832,14250,0.2,1780,0.1249
device,host,4,fp32,4,maxnum,1,69450.1663,14399,0.2,1798,0.1249
device,host,4,fp32,4,cmplt,1,70995.7613,14085,0.2,1806,0.1282
device,host,4,fp32,4,cmple,1,70722.2932,14140,0.2,1746,0.1235
device,host,4,fp32,4,cmpeq,1,70682.8283,14148,0.2,1800,0.1272
device,host,4,fp32,4,select,1,70199.7847,14245,0.2,1811,0.1271
device,host,4,fp32,4,iand,1,84909.1336,11777,0.1,1706,0.1449
device,host,4,fp32,4,ior,1,91442.2190,10936,0.1,1356,0.1240
device,host,4,fp32,4,ixor,1,91386.3034,10943,0.1,1358,0.1241
device,host,4,fp32,4,iadd,1,93201.5291,10729,0.1,1357,0.1265
device,host,4,fp32,4,isub,1,102106.2141,9794,0.1,1224,0.1250
device,host,4,fp32,4,ishl,1,102128.4127,9792,0.1,1226,0.1252
device,host,4,fp32,4,ishr,1,102573.0033,9749,0.1,1223,0.1254
device,host,4,fp32,4,icmplt,1,93763.9665,10665,0.1,1254,0.1176
device,host,4,fp32,4,add,1,89970.5273,11115,0.1,1375,0.1237
device,host,4,fp32,4,sub,1,92141.8224,10853,0.1,1363,0.1256
device,host,4,fp32,4,mul,1,99133.4262,10087,0.1,1354,0.1342
device,host,4,fp32,4,fma,1,109240.0045,9154,0.1,1122,0.1226
device,resident,4,fp32,4,abs,1,32646.0877,30632,0.2,3556,0.1161
device,resident,4,fp32,4,neg,1,32559.3924,30713,0.2,3680,0.1198
device,resident,4,fp32,4,copysign,1,32365.5803,30897,0.4,3836,0.1242
device,resident,4,fp32,4,min,1,32567.4230,30706,0.4,3846,0.1253
device,resident,4,fp32,4,max,1,35681.2706,28026,0.3,3825,0.1365
device,resident,4,fp32,4,minnum,1,36436.0455,27445,0.3,3429,0.1249
device,resident,4,fp32,4,maxnum,1,36436.3213,27445,0.3,3421,0.1246
device,resident,4,fp32,4,cmplt,1,36688.2758,27257,0.3,3387,0.1243
device,resident,4,fp32,4,cmple,1,40326.0983,24798,0.3,3255,0.1313
device,resident,4,fp32,4,cmpeq,1,41629.1718,24022,0.3,3009,0.1253
device,resident,4,fp32,4,select,1,41609.7339,24033,0.4,2995,0.1246
device,resident,4,fp32,4,iand,1,44472.5672,22486,0.3,3013,0.1340
device,resident,4,fp32,4,ior,1,48952.9812,20428,0.2,2496,0.1222
device,resident,4,fp32,4,ixor,1,48426.3101,20650,0.2,2557,0.1238
device,resident,4,fp32,4,iadd,1,48544.0258,20600,0.2,2560,0.1243
device,resident,4,fp32,4,isub,1,48354.5883,20681,0.2,2560,0.1238
device,resident,4,fp32,4,ishl,1,48361.4081,20678,0.2,2573,0.1244
device,resident,4,fp32,4,ishr,1,48405.1632,20659,0.2,2573,0.1245
device,resident,4,fp32,4,icmplt,1,48392.0839,20665,0.2,2586,0.1251
device,resident,4,fp32,4,add,1,45580.3850,21939,0.3,2577,0.1175
device,resident,4,fp32,4,sub,1,41979.2362,23821,0.3,2981,0.1251
device,resident,4,fp32,4,mul,1,41988.1944,23816,0.3,2979,0.1251
device,resident,4,fp32,4,fma,1,47734.9370,20949,0.3,2985,0.1425
software,host,0,fp32,4,abs,2,45.3203,22065158,176.5,1095684,0.0993
software,host,0,fp32,4,neg,2,46.9634,21293163,170.3,1362941,0.1280
software,host,0,fp32,4,copysign,2,46.2161,21637464,259.6,1353248,0.1251
software,host,0,fp32,4,min,2,87.8739,11379949,136.6,713063,0.1253
software,host,0,fp32,4,max,2,87.9119,11375022,136.5,710696,0.1250
software,host,0,fp32,4,minnum,2,88.4340,11307867,135.7,710794,0.1257
software,host,0,fp32,4,maxnum,2,88.0816,11353108,136.2,711339,0.1253
software,host,0,fp32,4,cmplt,2,104.9648,9527006,114.3,595048,0.1249
software,host,0,fp32,4,cmple,2,104.6499,9555667,114.7,599089,0.1254
software,host,0,fp32,4,cmpeq,2,90.6858,11027085,132.3,688707,0.1249
software,host,0,fp32,4,select,2,48.7397,20517147,328.3,1279884,0.1248
software,host,0,fp32,4,iand,2,41.9520,23836763,286.0,1499860,0.1258
software,host,0,fp32,4,ior,2,42.3637,23605130,283.3,1482212,0.1256
software,host,0,fp32,4,ixor,2,42.4043,23582495,283.0,1474435,0.1250
software,host,0,fp32,4,iadd,2,44.4550,22494648,269.9,1404828,0.1249
software,host,0,fp32,4,isub,2,55.5354,18006540,216.1,1129786,0.1255
software,host,0,fp32,4,ishl,2,57.5471,17377083,208.5,1083565,0.1247
software,host,0,fp32,4,ishr,2,46.0440,21718363,260.6,1360447,0.1253
software,host,0,fp32,4,icmplt,2,38.8948,25710359,308.5,1609856,0.1252
software,host,0,fp32,4,add,2,293.6193,3405770,40.9,210519,0.1236
software,host,0,fp32,4,sub,2,292.1986,3422330,41.1,214328,0.1253
software,host,0,fp32,4,mul,2,213.8177,4676882,56.1,262144,0.1121
software,host,0,fp32,4,fma,2,256.4467,3899446,62.4,239098,0.1226
device,host,1,fp32,4,abs,2,48598.9649,20577,0.2,1323,0.1286
device,host,1,fp32,4,neg,2,49938.1389,20025,0.2,1249,0.1247
device,host,1,fp32,4,copysign,2,53075.3754,18841,0.2,1256,0.1333
device,host,1,fp32,4,min,2,56829.0141,17597,0.2,1097,0.1247
device,host,1,fp32,4,max,2,57203.4781,17481,0.2,1098,0.1256
device,host,1,fp32,4,minnum,2,57024.9459,17536,0.2,1100,0.1255
device,host,1,fp32,4,maxnum,2,57025.5784,17536,0.2,1097,0.1251
device,host,1,fp32,4,cmplt,2,57042.1770,17531,0.2,1096,0.1250
device,host,1,fp32,4,cmple,2,57019.8510,17538,0.2,1094,0.1248
device,host,1,fp32,4,cmpeq,2,56697.5242,17637,0.2,1095,0.1242
device,host,1,fp32,4,select,2,55727.9643,17944,0.3,1121,0.1249
device,host,1,fp32,4,iand,2,55633.5308,17975,0.2,1120,0.1246
device,host,1,fp32,4,ior,2,55583.2191,17991,0.2,1123,0.1248
device,host,1,fp32,4,ixor,2,55584.8973,17990,0.2,1120,0.1245
device,host,1,fp32,4,iadd,2,55578.7203,17992,0.2,1119,0.1244
device,host,1,fp32,4,isub,2,55621.7710,17979,0.2,1118,0.1244
device,host,1,fp32,4,ishl,2,55587.1391,17990,0.2,1118,0.1243
device,host,1,fp32,4,ishr,2,55590.2451,17989,0.2,1128,0.1254
device,host,1,fp32,4,icmplt,2,55575.0952,17994,0.2,1119,0.1244
device,host,1,fp32,4,add,2,55582.4996,17991,0.2,1120,0.1245
device,host,1,fp32,4,sub,2,55582.1371,17991,0.2,1120,0.1245
device,host,1,fp32,4,mul,2,55581.8080,17991,0.2,1120,0.1245
device,host,1,fp32,4,fma,2,55586.5687,17990,0.3,1120,0.1245
device,resident,1,fp32,4,abs,2,16131.8425,61989,0.5,3569,0.1151
device,resident,1,fp32,4,neg,2,16753.4541,59689,0.5,3876,0.1299
device,resident,1,fp32,4,copysign,2,16748.8114,59706,0.7,3682,0.1233
device,resident,1,fp32,4,min,2,17781.9898,56237,0.7,3418,0.1216
device,resident,1,fp32,4,max,2,17578.1392,56889,0.7,3555,0.1250
device,resident,1,fp32,4,minnum,2,17571.1329,56912,0.7,3554,0.1249
device,resident,1,fp32,4,maxnum,2,17592.9582,56841,0.7,3542,0.1246
device,resident,1,fp32,4,cmplt,2,18541.7316,53932,0.6,3538,0.1312
device,resident,1,fp32,4,cmple,2,19945.6592,50136,0.6,3140,0.1253
device,resident,1,fp32,4,cmpeq,2,19940.2313,50150,0.6,3134,0.1250
device,resident,1,fp32,4,select,2,20148.3959,49632,0.8,3141,0.1266
device,resident,1,fp32,4,iand,2,20064.3795,49840,0.6,3116,0.1250
device,resident,1,fp32,4,ior,2,19999.4981,50001,0.6,3123,0.1249
device,resident,1,fp32,4,ixor,2,19999.4109,50001,0.6,3132,0.1253
device,resident,1,fp32,4,iadd,2,21757.3942,45961,0.6,3120,0.1358
device,resident,1,fp32,4,isub,2,23590.1686,42391,0.5,2586,0.1220
device,resident,1,fp32,4,ishl,2,23565.5041,42435,0.5,2662,0.1255
device,resident,1,fp32,4,ishr,2,22101.9258,45245,0.5,2656,0.1174
device,resident,1,fp32,4,icmplt,2,20885.2376,47881,0.6,2973,0.1242
device,resident,1,fp32,4,add,2,20839.9199,47985,0.6,2997,0.1249
device,resident,1,fp32,4,sub,2,20840.8604,47983,0.6,2988,0.1245
device,resident,1,fp32,4,mul,2,20833.6286,47999,0.6,2989,0.1245
device,resident,1,fp32,4,fma,2,22240.8613,44962,0.7,2996,0.1333
device,host,4,fp32,4,abs,2,34403.1224,29067,0.2,1744,0.1200
device,host,4,fp32,4,neg,2,34574.6884,28923,0.2,1829,0.1265
device,host,4,fp32,4,copysign,2,35364.6600,28277,0.3,1825,0.1291
device,host,4,fp32,4,min,2,34848.4012,28696,0.3,1807,0.1259
device,host,4,fp32,4,max,2,35785.5064,27944,0.3,1806,0.1293
device,host,4,fp32,4,minnum,2,34972.7998,28594,0.3,1726,0.1207
device,host,4,fp32,4,maxnum,2,34392.0602,29076,0.3,1779,0.1224
device,host,4,fp32,4,cmplt,2,38157.6368,26207,0.3,1838,0.1403
device,host,4,fp32,4,cmple,2,39324.3040,25430,0.3,1592,0.1252
device,host,4,fp32,4,cmpeq,2,39314.3718,25436,0.3,1592,0.1252
device,host,4,fp32,4,select,2,43494.3494,22991,0.4,1590,0.1383
device,host,4,fp32,4,iand,2,44553.8698,22445,0.3,1405,0.1252
device,host,4,fp32,4,ior,2,44552.2559,22446,0.3,1405,0.1252
device,host,4,fp32,4,ixor,2,44561.0353,22441,0.3,1402,0.1249
device,host,4,fp32,4,iadd,2,44688.9481,22377,0.3,1398,0.1250
device,host,4,fp32,4,isub,2,44551.1577,22446,0.3,1401,0.1248
device,host,4,fp32,4,ishl,2,44479.4585,22482,0.3,1409,0.1253
device,host,4,fp32,4,ishr,2,44494.2315,22475,0.3,1404,0.1249
device,host,4,fp32,4,icmplt,2,44647.5943,22398,0.3,1395,0.1246
device,host,4,fp32,4,add,2,44463.2300,22490,0.3,1400,0.1245
device,host,4,fp32,4,sub,2,44467.1874,22488,0.3,1401,0.1246
device,host,4,fp32,4,mul,2,44451.8065,22496,0.3,1403,0.1247
device,host,4,fp32,4,fma,2,44437.9530,22503,0.4,1405,0.1249
device,resident,4,fp32,4,abs,2,14613.0608,68432,0.5,4094,0.1197
device,resident,4,fp32,4,neg,2,14684.3869,68100,0.5,4092,0.1202
device,resident,4,fp32,4,copysign,2,14308.5094,69888,0.8,4096,0.1172
device,resident,4,fp32,4,min,2,14210.7582,70369,0.8,4096,0.1164
device,resident,4,fp32,4,max,2,14210.9048,70368,0.8,4096,0.1164
device,resident,4,fp32,4,minnum,2,14170.1633,70571,0.8,4096,0.1161
device,resident,4,fp32,4,maxnum,2,14157.5995,70633,0.8,4096,0.1160
device,resident,4,fp32,4,cmplt,2,14084.8728,70998,0.9,4096,0.1154
device,resident,4,fp32,4,cmple,2,13863.8065,72130,0.9,4096,0.1136
device,resident,4,fp32,4,cmpeq,2,17407.9603,57445,0.7,3702,0.1289
device,resident,4,fp32,4,select,2,18605.5338,53747,0.9,3370,0.1254
device,resident,4,fp32,4,iand,2,19366.3900,51636,0.6,3428,0.1328
device,resident,4,fp32,4,ior,2,19556.5205,51134,0.6,3198,0.1251
device,resident,4,fp32,4,ixor,2,19575.0797,51085,0.6,3195,0.1251
device,resident,4,fp32,4,iadd,2,19587.9185,51052,0.6,3184,0.1247
device,resident,4,fp32,4,isub,2,20822.4848,48025,0.6,3132,0.1304
device,resident,4,fp32,4,ishl,2,20833.1619,48000,0.6,3008,0.1253
device,resident,4,fp32,4,ishr,2,20864.6154,47928,0.6,2995,0.1250
device,resident,4,fp32,4,icmplt,2,20898.2114,47851,0.6,2992,0.1251
device,resident,4,fp32,4,add,2,20879.1340,47895,0.6,2988,0.1248
device,resident,4,fp32,4,sub,2,20870.2727,47915,0.6,2985,0.1246
device,resident,4,fp32,4,mul,2,21011.0041,47594,0.6,2931,0.1232
device,resident,4,fp32,4,fma,2,21241.3678,47078,0.8,2931,0.1245
software,host,0,fp32,4,abs,4,41.4334,24135140,193.1,665357,0.1103
software,host,0,fp32,4,neg,4,40.6640,24591768,196.7,763864,0.1242
software,host,0,fp32,4,copysign,4,42.7077,23414957,281.0,734040,0.1254
software,host,0,fp32,4,min,4,84.3228,11859182,142.3,369765,0.1247
software,host,0,fp32,4,max,4,84.1795,11879378,142.6,370318,0.1247
software,host,0,fp32,4,minnum,4,85.4270,11705898,140.5,369125,0.1261
software,host,0,fp32,4,maxnum,4,84.5034,11833840,142.0,370312,0.1252
software,host,0,fp32,4,cmplt,4,113.4229,8816561,105.8,262144,0.1189
software,host,0,fp32,4,cmple,4,110.7527,9029125,108.3,262144,0.1161
software,host,0,fp32,4,cmpeq,4,87.6209,11412796,137.0,356864,0.1251
software,host,0,fp32,4,select,4,45.3221,22064313,353.0,690572,0.1252
software,host,0,fp32,4,iand,4,38.5617,25932448,311.2,811071,0.1251
software,host,0,fp32,4,ior,4,38.9647,25664240,308.0,802216,0.1250
software,host,0,fp32,4,ixor,4,38.7963,25775646,309.3,802391,0.1245
software,host,0,fp32,4,iadd,4,39.2871,25453662,305.4,791873,0.1244
software,host,0,fp32,4,isub,4,48.7972,20492974,245.9,638558,0.1246
software,host,0,fp32,4,ishl,4,50.0457,19981737,239.8,626791,0.1255
software,host,0,fp32,4,ishr,4,40.2909,24819487,297.8,776437,0.1251
software,host,0,fp32,4,icmplt,4,45.5885,21935370,263.2,689170,0.1257
software,host,0,fp32,4,add,4,278.3176,3593017,43.1,109987,0.1224
software,host,0,fp32,4,sub,4,286.4066,3491540,41.9,109413,0.1253
software,host,0,fp32,4,mul,4,211.3873,4730654,56.8,148096,0.1252
software,host,0,fp32,4,fma,4,260.9594,3832014,61.3,120162,0.1254
device,host,1,fp32,4,abs,4,21499.2451,46513,0.4,1363,0.1172
device,host,1,fp32,4,neg,4,21028.6343,47554,0.4,1484,0.1248
device,host,1,fp32,4,copysign,4,21345.9283,46847,0.6,1486,0.1269
device,host,1,fp32,4,min,4,23390.2138,42753,0.5,1407,0.1316
device,host,1,fp32,4,max,4,23807.9400,42003,0.5,1305,0.1243
device,host,1,fp32,4,minnum,4,23785.2097,42043,0.5,1304,0.1241
device,host,1,fp32,4,maxnum,4,23814.5769,41991,0.5,1323,0.1260
device,host,1,fp32,4,cmplt,4,24279.4433,41187,0.5,1306,0.1268
device,host,1,fp32,4,cmple,4,26853.5976,37239,0.4,1163,0.1249
device,host,1,fp32,4,cmpeq,4,26825.5090,37278,0.4,1169,0.1254
device,host,1,fp32,4,select,4,28809.6168,34711,0.6,1109,0.1278
device,host,1,fp32,4,iand,4,27310.2670,36616,0.4,1086,0.1186
device,host,1,fp32,4,ior,4,26147.5996,38244,0.5,1195,0.1250
device,host,1,fp32,4,ixor,4,26284.1284,38046,0.5,1184,0.1245
device,host,1,fp32,4,iadd,4,27861.9099,35891,0.4,1190,0.1326
device,host,1,fp32,4,isub,4,28156.3665,35516,0.4,1079,0.1215
device,host,1,fp32,4,ishl,4,27773.2560,36006,0.4,1128,0.1253
device,host,1,fp32,4,ishr,4,27778.2838,35999,0.4,1125,0.1250
device,host,1,fp32,4,icmplt,4,27779.1165,35998,0.4,1127,0.1252
device,host,1,fp32,4,add,4,27874.2489,35875,0.4,1116,0.1244
device,host,1,fp32,4,sub,4,27860.5683,35893,0.4,1117,0.1245
device,host,1,fp32,4,mul,4,27880.5784,35867,0.4,1120,0.1249
device,host,1,fp32,4,fma,4,27846.7342,35911,0.6,1120,0.1248
device,resident,1,fp32,4,abs,4,7604.2057,131506,1.1,3918,0.1192
device,resident,1,fp32,4,neg,4,9740.4607,102665,0.8,3292,0.1283
device,resident,1,fp32,4,copysign,4,10349.3112,96625,1.2,3144,0.1302
device,resident,1,fp32,4,min,4,10416.8227,95999,1.2,2993,0.1247
device,resident,1,fp32,4,max,4,10417.2816,95994,1.2,2995,0.1248
device,resident,1,fp32,4,minnum,4,10416.7105,96000,1.2,2994,0.1248
device,resident,1,fp32,4,maxnum,4,10409.1603,96069,1.2,3011,0.1254
device,resident,1,fp32,4,cmplt,4,10386.2346,96281,1.2,3012,0.1251
device,resident,1,fp32,4,cmple,4,11300.6565,88490,1.1,2990,0.1352
device,resident,1,fp32,4,cmpeq,4,11529.6527,86733,1.0,2704,0.1247
device,resident,1,fp32,4,select,4,11524.6418,86771,1.4,2693,0.1241
device,resident,1,fp32,4,iand,4,11503.3499,86931,1.0,2704,0.1244
device,resident,1,fp32,4,ior,4,11510.7833,86875,1.0,2700,0.1243
device,resident,1,fp32,4,ixor,4,11516.6849,86831,1.0,2707,0.1247
device,resident,1,fp32,4,iadd,4,11505.9365,86912,1.0,2724,0.1254
device,resident,1,fp32,4,isub,4,11618.7823,86068,1.0,2721,0.1265
device,resident,1,fp32,4,ishl,4,11584.7408,86320,1.0,2713,0.1257
device,resident,1,fp32,4,ishr,4,10537.8831,94896,1.1,2673,0.1127
device,resident,1,fp32,4,icmplt,4,11283.7122,88623,1.1,2993,0.1351
device,resident,1,fp32,4,add,4,11450.3327,87334,1.0,2725,0.1248
device,resident,1,fp32,4,sub,4,11437.9556,87428,1.0,2740,0.1254
device,resident,1,fp32,4,mul,4,11467.7571,87201,1.0,2725,0.1250
device,resident,1,fp32,4,fma,4,11486.7011,87057,1.4,2714,0.1247
device,host,4,fp32,4,abs,4,17162.4494,58267,0.5,1740,0.1195
device,host,4,fp32,4,neg,4,17137.8272,58350,0.5,1826,0.1252
device,host,4,fp32,4,copysign,4,17164.5479,58260,0.7,1828,0.1255
device,host,4,fp32,4,min,4,17253.6482,57959,0.7,1820,0.1256
device,host,4,fp32,4,max,4,18387.4010,54385,0.7,1830,0.1346
device,host,4,fp32,4,minnum,4,22091.9103,45265,0.5,1491,0.1318
device,host,4,fp32,4,maxnum,4,22879.1995,43708,0.5,1382,0.1265
device,host,4,fp32,4,cmplt,4,27730.2960,36062,0.4,1380,0.1531
device,host,4,fp32,4,cmple,4,29451.5229,33954,0.4,1061,0.1250
device,host,4,fp32,4,cmpeq,4,29433.5761,33975,0.4,1065,0.1254
device,host,4,fp32,4,select,4,29429.9437,33979,0.5,1057,0.1244
device,host,4,fp32,4,iand,4,29512.9425,33883,0.4,1056,0.1247
device,host,4,fp32,4,ior,4,29523.3420,33872,0.4,1054,0.1245
device,host,4,fp32,4,ixor,4,29555.3434,33835,0.4,1060,0.1253
device,host,4,fp32,4,iadd,4,29551.4042,33839,0.4,1059,0.1252
device,host,4,fp32,4,isub,4,29530.8434,33863,0.4,1063,0.1256
device,host,4,fp32,4,ishl,4,29618.7559,33762,0.4,1058,0.1253
device,host,4,fp32,4,ishr,4,29633.5177,33746,0.4,1059,0.1255
device,host,4,fp32,4,icmplt,4,29288.3038,34143,0.4,1051,0.1231
device,host,4,fp32,4,add,4,27109.2721,36888,0.4,1119,0.1213
device,host,4,fp32,4,sub,4,26922.8046,37143,0.4,1162,0.1251
device,host,4,fp32,4,mul,4,26931.0054,37132,0.4,1160,0.1250
device,host,4,fp32,4,fma,4,26954.5273,37100,0.6,1162,0.1253
device,resident,4,fp32,4,abs,4,7863.3255,127173,1.0,3885,0.1222
device,resident,4,fp32,4,neg,4,9509.2256,105161,0.8,3899,0.1483
device,resident,4,fp32,4,copysign,4,8744.6934,114355,1.4,3345,0.1170
device,resident,4,fp32,4,min,4,8476.2167,117977,1.4,3679,0.1247
device,resident,4,fp32,4,max,4,8533.2911,117188,1.4,3691,0.1260
device,resident,4,fp32,4,minnum,4,8693.8974,115023,1.4,3306,0.1150
device,resident,4,fp32,4,maxnum,4,8435.3303,118549,1.4,3714,0.1253
device,resident,4,fp32,4,cmplt,4,8437.2752,118522,1.4,3704,0.1250
device,resident,4,fp32,4,cmple,4,9782.8439,102220,1.2,3690,0.1444
device,resident,4,fp32,4,cmpeq,4,11542.8390,86634,1.0,2827,0.1305
device,resident,4,fp32,4,select,4,11771.0435,84954,1.4,2652,0.1249
device,resident,4,fp32,4,iand,4,11800.7125,84741,1.0,2655,0.1253
device,resident,4,fp32,4,ior,4,11904.3092,84003,1.0,2626,0.1250
device,resident,4,fp32,4,ixor,4,11901.6475,84022,1.0,2617,0.1246
device,resident,4,fp32,4,iadd,4,11910.1894,83962,1.0,2636,0.1256
device,resident,4,fp32,4,isub,4,11943.7282,83726,1.0,2603,0.1244
device,resident,4,fp32,4,ishl,4,11481.7436,87095,1.0,2387,0.1096
device,resident,4,fp32,4,ishr,4,10886.6132,91856,1.1,2859,0.1245
device,resident,4,fp32,4,icmplt,4,10805.9761,92541,1.1,2864,0.1238
device,resident,4,fp32,4,add,4,10789.0143,92687,1.1,2906,0.1254
device,resident,4,fp32,4,sub,4,10919.2646,91581,1.1,2895,0.1264
device,resident,4,fp32,4,mul,4,11902.1928,84018,1.0,2630,0.1252
device,resident,4,fp32,4,fma,4,11912.2463,83947,1.3,2618,0.1247
software,host,0,fp32,4,abs,8,37.9867,26325022,210.6,381643,0.1160
software,host,0,fp32,4,neg,8,38.9831,25652112,205.2,400583,0.1249
software,host,0,fp32,4,copysign,8,41.7992,23923917,287.1,372839,0.1247
software,host,0,fp32,4,min,8,82.0279,12190970,146.3,191127,0.1254
software,host,0,fp32,4,max,8,81.2344,12310051,147.7,191761,0.1246
software,host,0,fp32,4,minnum,8,82.0121,12193327,146.3,190753,0.1252
software,host,0,fp32,4,maxnum,8,81.9339,12204955,146.5,191637,0.1256
software,host,0,fp32,4,cmplt,8,91.5966,10917431,131.0,172639,0.1265
software,host,0,fp32,4,cmple,8,92.4601,10815477,129.8,166052,0.1228
software,host,0,fp32,4,cmpeq,8,107.5762,9295738,111.5,168388,0.1449
software,host,0,fp32,4,select,8,49.1744,20335776,325.4,262144,0.1031
software,host,0,fp32,4,iand,8,35.2966,28331355,340.0,429361,0.1212
