format,impl,op,ns_per_elem,elems_per_s,rel_time,agree,n,reps,seconds
fp64,mpfr+754,div,24.3909,40998860,0.004,1024,1024,12538,0.3132
fp64,cpu-hw,div,1.2571,795509565,0.000,1024,1024,243638,0.3136
fp64,libcft,sqrt,7258.3868,137772,1.000,1024,1024,43,0.3196
fp64,mpfr,sqrt,17.7041,56484050,0.002,1024,1024,16998,0.3082
fp64,mpfr+754,sqrt,30.7760,32492874,0.004,1024,1024,9984,0.3146
fp64,cpu-hw,sqrt,2.2791,438763095,0.000,1024,1024,143988,0.3360
fp64,libcft,add,359.4886,2781729,1.000,4096,4096,199,0.2930
fp64,mpfr,add,20.8883,47873758,0.058,4096,4096,3615,0.3093
fp64,mpfr+754,add,28.9032,34598298,0.080,4096,4096,2672,0.3163
fp64,cpu-hw,add,0.7130,1402436420,0.002,4096,4096,106329,0.3105
fp64,libcft,mul,260.8929,3832991,1.000,4096,4096,292,0.3120
fp64,mpfr,mul,15.1560,65980648,0.058,4096,4096,4096,0.2543
fp64,mpfr+754,mul,21.2132,47140375,0.081,4096,4096,3590,0.3119
fp64,cpu-hw,mul,0.7557,1323358935,0.003,4096,4096,101520,0.3142
fp64,libcft,fma,311.7646,3207549,1.000,4096,4096,245,0.3129
fp64,mpfr,fma,40.1942,24879193,0.129,4096,4096,1902,0.3131
fp64,mpfr+754,fma,46.0090,21734858,0.148,4096,4096,1663,0.3134
fp64,cpu-hw,fma,1.9938,501544333,0.006,4096,4096,38245,0.3123
fp64,libcft,div,6125.1499,163261,1.000,4096,4096,13,0.3262
fp64,mpfr,div,18.5068,54034322,0.003,4096,4096,4096,0.3105
fp64,mpfr+754,div,24.9235,40122812,0.004,4096,4096,3071,0.3135
fp64,cpu-hw,div,1.2914,774381662,0.000,4096,4096,59274,0.3135
fp64,libcft,sqrt,7223.4094,138439,1.000,4096,4096,11,0.3255
fp64,mpfr,sqrt,25.0502,39919797,0.003,4096,4096,2970,0.3047
fp64,mpfr+754,sqrt,33.4721,29875599,0.005,4096,4096,2281,0.3127
fp64,cpu-hw,sqrt,2.1130,473263885,0.000,4096,4096,36183,0.3132
fp64,libcft,add,356.9346,2801634,1.000,16384,16384,50,0.2924
fp64,mpfr,add,23.9461,41760453,0.067,16384,16384,801,0.3143
fp64,mpfr+754,add,30.2821,33022793,0.085,16384,16384,630,0.3126
fp64,cpu-hw,add,0.7401,1351214399,0.002,16384,16384,25697,0.3116
fp64,libcft,mul,261.3465,3826337,1.000,16384,16384,64,0.2740
fp64,mpfr,mul,18.4027,54339837,0.070,16384,16384,1042,0.3142
fp64,mpfr+754,mul,22.5297,44385770,0.086,16384,16384,771,0.2846
fp64,cpu-hw,mul,0.7211,1386820179,0.003,16384,16384,26574,0.3139
fp64,libcft,fma,313.7051,3187707,1.000,16384,16384,62,0.3187
fp64,mpfr,fma,40.6478,24601553,0.130,16384,16384,470,0.3130
fp64,mpfr+754,fma,46.3844,21558986,0.148,16384,16384,414,0.3146
fp64,cpu-hw,fma,1.9837,504116885,0.006,16384,16384,9617,0.3126
fp64,libcft,div,6094.2525,164089,1.000,16384,16384,4,0.3994
fp64,mpfr,div,19.0126,52596634,0.003,16384,16384,1004,0.3127
fp64,mpfr+754,div,24.9017,40157842,0.004,16384,16384,768,0.3133
fp64,cpu-hw,div,1.2600,793626733,0.000,16384,16384,15142,0.3126
fp64,libcft,sqrt,7185.2521,139174,1.000,16384,16384,3,0.3532
fp64,mpfr,sqrt,27.6365,36184097,0.004,16384,16384,692,0.3133
fp64,mpfr+754,sqrt,33.6373,29728924,0.005,16384,16384,567,0.3125
fp64,cpu-hw,sqrt,2.1134,473175615,0.000,16384,16384,9017,0.3122
fp64,libcft,add,356.7060,2803429,1.000,65536,65536,14,0.3273
fp64,mpfr,add,22.9857,43505253,0.064,65536,65536,208,0.3133
fp64,mpfr+754,add,29.3569,34063596,0.082,65536,65536,163,0.3136
fp64,cpu-hw,add,0.8627,1159145350,0.002,65536,65536,5935,0.3356
fp64,libcft,mul,263.5321,3794604,1.000,65536,65536,17,0.2936
fp64,mpfr,mul,16.0639,62251397,0.061,65536,65536,297,0.3127
fp64,mpfr+754,mul,21.9003,45661526,0.083,65536,65536,220,0.3158
fp64,cpu-hw,mul,0.7854,1273224089,0.003,65536,65536,6081,0.3130
fp64,libcft,fma,312.2170,3202901,1.000,65536,65536,16,0.3274
fp64,mpfr,fma,40.8535,24477702,0.131,65536,65536,117,0.3133
fp64,mpfr+754,fma,46.4408,21532768,0.149,65536,65536,103,0.3135
fp64,cpu-hw,fma,1.9784,505464162,0.006,65536,65536,2420,0.3138
fp64,libcft,div,6070.5867,164729,1.000,65536,65536,1,0.3978
fp64,mpfr,div,19.2374,51982207,0.003,65536,65536,249,0.3139
fp64,mpfr+754,div,25.0432,39930931,0.004,65536,65536,190,0.3118
fp64,cpu-hw,div,1.2591,794227630,0.000,65536,65536,3804,0.3139
fp64,libcft,sqrt,7170.3985,139462,1.000,65536,65536,1,0.4699
fp64,mpfr,sqrt,27.8712,35879277,0.004,65536,65536,171,0.3123
fp64,mpfr+754,sqrt,33.7762,29606614,0.005,65536,65536,142,0.3143
fp64,cpu-hw,sqrt,2.1301,469467195,0.000,65536,65536,2259,0.3153
fp64,libcft,add,357.6953,2795676,1.000,262144,262144,2,0.1875
fp64,mpfr,add,31.5565,31689214,0.088,262144,262144,18,0.1489
fp64,mpfr+754,add,37.0835,26966136,0.104,262144,262144,16,0.1555
fp64,cpu-hw,add,0.9099,1098987857,0.003,262144,262144,630,0.1503
fp64,libcft,mul,260.2786,3842037,1.000,262144,262144,3,0.2047
fp64,mpfr,mul,27.2600,36683804,0.105,262144,262144,21,0.1501
fp64,mpfr+754,mul,31.1230,32130630,0.120,262144,262144,19,0.1550
fp64,cpu-hw,mul,0.8788,1137922051,0.003,262144,262144,652,0.1502
fp64,libcft,fma,312.2725,3202331,1.000,262144,262144,2,0.1637
fp64,mpfr,fma,45.3159,22067332,0.145,262144,262144,13,0.1544
fp64,mpfr+754,fma,50.3345,19867075,0.161,262144,262144,12,0.1583
fp64,cpu-hw,fma,2.0339,491663347,0.007,262144,262144,282,0.1504
fp64,libcft,div,6075.0954,164606,1.000,262144,262144,1,1.5925
fp64,mpfr,div,25.2352,39627219,0.004,262144,262144,23,0.1522
fp64,mpfr+754,div,29.3639,34055472,0.005,262144,262144,20,0.1540
fp64,cpu-hw,div,1.2656,790118710,0.000,262144,262144,451,0.1496
fp64,libcft,sqrt,7455.6858,134126,1.000,262144,262144,1,1.9545
fp64,mpfr,sqrt,32.3041,30955843,0.004,262144,262144,17,0.1440
fp64,mpfr+754,sqrt,37.5212,26651568,0.005,262144,262144,16,0.1574
fp64,cpu-hw,sqrt,2.1293,469638466,0.000,262144,262144,271,0.1513
fp64,libcft,add,356.9538,2801483,1.000,1048576,1048576,1,0.3743
fp64,mpfr,add,30.8633,32400928,0.086,1048576,1048576,5,0.1618
fp64,mpfr+754,add,36.7130,27238281,0.103,1048576,1048576,4,0.1540
fp64,cpu-hw,add,0.8854,1129416142,0.002,1048576,1048576,161,0.1495
fp64,libcft,mul,260.0267,3845759,1.000,1048576,1048576,1,0.2727
fp64,mpfr,mul,25.1913,39696279,0.097,1048576,1048576,6,0.1585
fp64,mpfr+754,mul,28.8058,34715180,0.111,1048576,1048576,5,0.1510
fp64,cpu-hw,mul,0.8831,1132319679,0.003,1048576,1048576,162,0.1500
fp64,libcft,fma,311.9202,3205948,1.000,1048576,1048576,1,0.3271
fp64,mpfr,fma,45.6292,21915814,0.146,1048576,1048576,4,0.1914
fp64,mpfr+754,fma,50.6890,19728162,0.163,1048576,1048576,3,0.1595
fp64,cpu-hw,fma,2.0893,478621302,0.007,1048576,1048576,64,0.1402
fp64,libcft,div,6068.2813,164791,1.000,1048576,1048576,1,6.3631
fp64,mpfr,div,26.8079,37302471,0.004,1048576,1048576,6,0.1687
fp64,mpfr+754,div,30.6639,32611630,0.005,1048576,1048576,5,0.1608
fp64,cpu-hw,div,1.2615,792688224,0.000,1048576,1048576,114,0.1508
fp64,libcft,sqrt,7231.6518,138281,1.000,1048576,1048576,1,7.5829
fp64,mpfr,sqrt,34.0314,29384667,0.005,1048576,1048576,5,0.1784
fp64,mpfr+754,sqrt,39.5024,25314939,0.005,1048576,1048576,4,0.1657
fp64,cpu-hw,sqrt,2.1260,470360638,0.000,1048576,1048576,64,0.1427
fp64,libcft,add,356.9012,2801896,1.000,4194304,4194304,1,1.4970
fp64,mpfr,add,30.8786,32384935,0.087,4194304,4194304,1,0.1295
fp64,mpfr+754,add,36.6677,27271993,0.103,4194304,4194304,1,0.1538
fp64,cpu-hw,add,2.1001,476165150,0.006,4194304,4194304,17,0.1497
fp64,libcft,mul,260.2118,3843024,1.000,4194304,4194304,1,1.0914
fp64,mpfr,mul,25.1384,39779831,0.097,4194304,4194304,2,0.2109
fp64,mpfr+754,mul,28.8450,34668112,0.111,4194304,4194304,1,0.1210
fp64,cpu-hw,mul,2.0998,476238024,0.008,4194304,4194304,18,0.1585
fp64,libcft,fma,312.0822,3204284,1.000,4194304,4194304,1,1.3090
fp64,mpfr,fma,45.7877,21839949,0.147,4194304,4194304,1,0.1920
fp64,mpfr+754,fma,50.7338,19710725,0.163,4194304,4194304,1,0.2128
fp64,cpu-hw,fma,2.9213,342316776,0.009,4194304,4194304,13,0.1593
fp64,libcft,div,6107.4335,163735,1.000,4194304,4194304,1,25.6164
fp64,mpfr,div,26.8699,37216396,0.004,4194304,4194304,2,0.2254
fp64,mpfr+754,div,30.8049,32462337,0.005,4194304,4194304,1,0.1292
fp64,cpu-hw,div,2.2148,451504656,0.000,4194304,4194304,18,0.1672
fp64,libcft,sqrt,7186.9716,139141,1.000,4194304,4194304,1,30.1443
fp64,mpfr,sqrt,34.2276,29216212,0.005,4194304,4194304,1,0.1436
fp64,mpfr+754,sqrt,39.6576,25215849,0.006,4194304,4194304,1,0.1663
fp64,cpu-hw,sqrt,2.1621,462515549,0.000,4194304,4194304,17,0.1542
fp128,libcft,add,483.2199,2069451,1.000,1,1,614110,0.2968
fp128,mpfr,add,14.2148,70349187,0.029,1,1,16777216,0.2385
fp128,mpfr+754,add,20.5872,48573848,0.043,1,1,14953151,0.3078
fp128,quadmath,add,19.2686,51897995,0.040,1,1,16269053,0.3135
fp128,libcft,mul,330.6539,3024310,1.000,1,1,948797,0.3137
fp128,mpfr,mul,14.2299,70274470,0.043,1,1,16777216,0.2387
fp128,mpfr+754,mul,20.3481,49144734,0.062,1,1,15378571,0.3129
fp128,quadmath,mul,21.4735,46569038,0.065,1,1,13948251,0.2995
fp128,libcft,fma,415.0608,2409285,1.000,1,1,752012,0.3121
fp128,mpfr,fma,38.2836,26120857,0.092,1,1,8191104,0.3136
fp128,mpfr+754,fma,47.9311,20863278,0.115,1,1,6518199,0.3124
fp128,quadmath,fma,725.3436,1378657,1.748,1,1,431104,0.3127
fp128,libcft,div,41734.3670,23961,1.000,1,1,7466,0.3116
fp128,mpfr,div,26.5447,37672322,0.001,1,1,11691594,0.3103
fp128,mpfr+754,div,31.4947,31751419,0.001,1,1,9843444,0.3100
fp128,quadmath,div,68.0757,14689523,0.002,1,1,4514726,0.3073
fp128,libcft,sqrt,43989.3091,22733,1.000,1,1,7108,0.3127
fp128,mpfr,sqrt,25.5333,39164552,0.001,1,1,12044574,0.3075
fp128,mpfr+754,sqrt,31.1220,32131569,0.001,1,1,10011044,0.3116
fp128,quadmath,sqrt,140.4943,7117724,0.003,1,1,2237103,0.3143
fp128,libcft,add,464.4671,2153005,1.000,4,4,165548,0.3076
fp128,mpfr,add,14.6474,68271648,0.032,4,4,6032580,0.3534
fp128,mpfr+754,add,19.8111,50476879,0.043,4,4,3646096,0.2889
fp128,quadmath,add,18.5687,53854020,0.040,4,4,4214947,0.3131
fp128,libcft,mul,313.4261,3190545,1.000,4,4,249916,0.3133
fp128,mpfr,mul,11.9872,83422459,0.038,4,4,6565522,0.3148
fp128,mpfr+754,mul,18.0495,55403333,0.058,4,4,4316747,0.3117
fp128,quadmath,mul,19.1916,52106140,0.061,4,4,4048882,0.3108
fp128,libcft,fma,379.1589,2637417,1.000,4,4,205018,0.3109
fp128,mpfr,fma,40.2664,24834604,0.106,4,4,1936200,0.3119
fp128,mpfr+754,fma,48.7045,20531975,0.128,4,4,1592597,0.3103
fp128,quadmath,fma,760.0333,1315732,2.005,4,4,102853,0.3127
fp128,libcft,div,17321.6312,57731,1.000,4,4,4096,0.2838
fp128,mpfr,div,23.6053,42363450,0.001,4,4,3262832,0.3081
fp128,mpfr+754,div,29.4255,33984141,0.002,4,4,2656656,0.3127
fp128,quadmath,div,64.9592,15394289,0.004,4,4,1201280,0.3121
fp128,libcft,sqrt,19270.5044,51893,1.000,4,4,4089,0.3152
fp128,mpfr,sqrt,24.9250,40120403,0.001,4,4,3186931,0.3177
fp128,mpfr+754,sqrt,34.6669,28845977,0.002,4,4,2576709,0.3573
fp128,quadmath,sqrt,142.3918,7022878,0.007,4,4,544421,0.3101
fp128,libcft,add,444.3390,2250534,1.000,16,16,35510,0.2525
fp128,mpfr,add,12.5452,79711596,0.028,16,16,1582862,0.3177
fp128,mpfr+754,add,18.2914,54670374,0.041,16,16,1072745,0.3140
fp128,quadmath,add,18.1379,55133287,0.041,16,16,1073955,0.3117
fp128,libcft,mul,316.5009,3159549,1.000,16,16,61411,0.3110
fp128,mpfr,mul,11.2402,88966715,0.036,16,16,1739198,0.3128
fp128,mpfr+754,mul,17.4715,57236044,0.055,16,16,1124837,0.3144
fp128,quadmath,mul,18.8788,52969487,0.060,16,16,1033579,0.3122
fp128,libcft,fma,373.7093,2675877,1.000,16,16,52214,0.3122
fp128,mpfr,fma,45.9192,21777382,0.123,16,16,436929,0.3210
fp128,mpfr+754,fma,51.5039,19415990,0.138,16,16,379124,0.3124
fp128,quadmath,fma,798.2998,1252662,2.136,16,16,24175,0.3088
fp128,libcft,div,11053.3161,90471,1.000,16,16,1780,0.3148
fp128,mpfr,div,22.1353,45176710,0.002,16,16,883057,0.3127
fp128,mpfr+754,div,27.8477,35909646,0.003,16,16,697310,0.3107
fp128,quadmath,div,64.4337,15519822,0.006,16,16,262144,0.2703
fp128,libcft,sqrt,12721.9828,78604,1.000,16,16,1549,0.3153
fp128,mpfr,sqrt,23.4384,42665078,0.002,16,16,832134,0.3121
fp128,mpfr+754,sqrt,29.2389,34200993,0.002,16,16,668106,0.3126
fp128,quadmath,sqrt,172.4119,5800063,0.014,16,16,110307,0.3043
fp128,libcft,add,459.3656,2176915,1.000,64,64,10115,0.2974
fp128,mpfr,add,12.2259,81793357,0.027,64,64,399615,0.3127
fp128,mpfr+754,add,18.1491,55099064,0.040,64,64,262144,0.3045
fp128,quadmath,add,17.7425,56361693,0.039,64,64,260349,0.2956
fp128,libcft,mul,313.6430,3188339,1.000,64,64,15552,0.3122
fp128,mpfr,mul,11.2415,88956321,0.036,64,64,434562,0.3126
fp128,mpfr+754,mul,17.3537,57624636,0.055,64,64,262144,0.2911
fp128,quadmath,mul,19.4819,51329675,0.062,64,64,250232,0.3120
fp128,libcft,fma,387.5985,2579990,1.000,64,64,12612,0.3129
fp128,mpfr,fma,44.8862,22278548,0.116,64,64,109299,0.3140
fp128,mpfr+754,fma,54.0556,18499470,0.139,64,64,89808,0.3107
fp128,quadmath,fma,771.9102,1295487,1.992,64,64,6321,0.3123
fp128,libcft,div,9775.4866,102297,1.000,64,64,498,0.3116
fp128,mpfr,div,23.0272,43426911,0.002,64,64,211461,0.3116
fp128,mpfr+754,div,28.7259,34811838,0.003,64,64,169211,0.3111
fp128,quadmath,div,65.2695,15321082,0.007,64,64,74764,0.3123
fp128,libcft,sqrt,10948.2615,91339,1.000,64,64,448,0.3139
fp128,mpfr,sqrt,23.3096,42900863,0.002,64,64,208498,0.3110
fp128,mpfr+754,sqrt,29.3164,34110601,0.003,64,64,166089,0.3116
fp128,quadmath,sqrt,355.5982,2812163,0.032,64,64,13687,0.3115
fp128,libcft,add,459.7099,2175285,1.000,256,256,2610,0.3072
fp128,mpfr,add,12.4413,80377615,0.027,256,256,98307,0.3131
fp128,mpfr+754,add,18.2371,54833306,0.040,256,256,66956,0.3126
fp128,quadmath,add,17.5966,56829038,0.038,256,256,69717,0.3141
fp128,libcft,mul,316.1750,3162805,1.000,256,256,3832,0.3102
fp128,mpfr,mul,11.5914,86270726,0.037,256,256,105361,0.3126
fp128,mpfr+754,mul,20.0430,49892738,0.063,256,256,66885,0.3432
fp128,quadmath,mul,20.3123,49231166,0.064,256,256,53193,0.2766
fp128,libcft,fma,390.3820,2561594,1.000,256,256,3132,0.3130
fp128,mpfr,fma,51.9919,19233761,0.133,256,256,23490,0.3127
fp128,mpfr+754,fma,62.3495,16038613,0.160,256,256,19358,0.3090
fp128,quadmath,fma,800.1381,1249784,2.050,256,256,1528,0.3130
fp128,libcft,div,9016.2114,110911,1.000,256,256,136,0.3139
fp128,mpfr,div,25.3819,39398172,0.003,256,256,48651,0.3161
fp128,mpfr+754,div,33.6660,29703558,0.004,256,256,35699,0.3077
fp128,quadmath,div,66.9304,14940886,0.007,256,256,18340,0.3142
fp128,libcft,sqrt,11681.4641,85606,1.000,256,256,114,0.3409
fp128,mpfr,sqrt,27.1093,36887654,0.002,256,256,45102,0.3130
fp128,mpfr+754,sqrt,33.2673,30059558,0.003,256,256,36716,0.3127
fp128,quadmath,sqrt,414.4038,2413106,0.035,256,256,2955,0.3135
fp128,libcft,add,461.5562,2166584,1.000,1024,1024,549,0.2595
fp128,mpfr,add,14.8249,67453896,0.032,1024,1024,20359,0.3091
fp128,mpfr+754,add,25.0749,39880457,0.054,1024,1024,12105,0.3108
fp128,quadmath,add,19.8596,50353385,0.043,1024,1024,15238,0.3099
fp128,libcft,mul,317.2744,3151846,1.000,1024,1024,964,0.3132
fp128,mpfr,mul,13.6438,73293351,0.043,1024,1024,21755,0.3039
fp128,mpfr+754,mul,23.0514,43381224,0.073,1024,1024,14833,0.3501
fp128,quadmath,mul,20.6965,48317298,0.065,1024,1024,13324,0.2824
fp128,libcft,fma,389.9299,2564564,1.000,1024,1024,778,0.3106
fp128,mpfr,fma,59.0725,16928355,0.151,1024,1024,5191,0.3140
fp128,mpfr+754,fma,67.4400,14827995,0.173,1024,1024,4096,0.2829
fp128,quadmath,fma,815.9908,1225504,2.093,1024,1024,375,0.3133
fp128,libcft,div,8889.8165,112488,1.000,1024,1024,35,0.3186
fp128,mpfr,div,27.8267,35936737,0.003,1024,1024,11036,0.3145
fp128,mpfr+754,div,37.2536,26843069,0.004,1024,1024,8147,0.3108
fp128,quadmath,div,69.2918,14431723,0.008,1024,1024,4096,0.2906
fp128,libcft,sqrt,10695.4824,93497,1.000,1024,1024,29,0.3176
fp128,mpfr,sqrt,33.0892,30221343,0.003,1024,1024,9100,0.3083
fp128,mpfr+754,sqrt,42.2884,23647147,0.004,1024,1024,7204,0.3120
fp128,quadmath,sqrt,416.9254,2398511,0.039,1024,1024,735,0.3138
fp128,libcft,add,463.0828,2159441,1.000,4096,4096,160,0.3035
fp128,mpfr,add,24.1337,41435841,0.052,4096,4096,3169,0.3133
fp128,mpfr+754,add,30.7026,32570513,0.066,4096,4096,2493,0.3135
fp128,quadmath,add,24.0419,41594027,0.052,4096,4096,3150,0.3102
fp128,libcft,mul,318.1227,3143441,1.000,4096,4096,240,0.3127
fp128,mpfr,mul,19.5863,51056155,0.062,4096,4096,3851,0.3089
fp128,mpfr+754,mul,25.9200,38580277,0.081,4096,4096,2953,0.3135
fp128,quadmath,mul,20.9131,47816958,0.066,4096,4096,3623,0.3103
fp128,libcft,fma,391.7156,2552873,1.000,4096,4096,194,0.3113
fp128,mpfr,fma,62.2325,16068787,0.159,4096,4096,1225,0.3123
fp128,mpfr+754,fma,69.7020,14346797,0.178,4096,4096,1096,0.3129
fp128,quadmath,fma,816.8696,1224186,2.085,4096,4096,94,0.3145
fp128,libcft,div,8823.7697,113330,1.000,4096,4096,9,0.3253
fp128,mpfr,div,33.2014,30119255,0.004,4096,4096,2272,0.3090
fp128,mpfr+754,div,40.9234,24435880,0.005,4096,4096,1870,0.3135
fp128,quadmath,div,71.5153,13983031,0.008,4096,4096,1066,0.3123
fp128,libcft,sqrt,10402.5400,96130,1.000,4096,4096,8,0.3409
fp128,mpfr,sqrt,41.4028,24152933,0.004,4096,4096,1832,0.3107
fp128,mpfr+754,sqrt,48.0374,20817094,0.005,4096,4096,1543,0.3036
fp128,quadmath,sqrt,417.8116,2393423,0.040,4096,4096,182,0.3115
fp128,libcft,add,461.6078,2166341,1.000,16384,16384,39,0.2950
fp128,mpfr,add,24.8901,40176663,0.054,16384,16384,769,0.3136
fp128,mpfr+754,add,30.9524,32307670,0.067,16384,16384,617,0.3129
fp128,quadmath,add,24.4922,40829338,0.053,16384,16384,780,0.3130
fp128,libcft,mul,318.3735,3140965,1.000,16384,16384,61,0.3182
fp128,mpfr,mul,20.7484,48196478,0.065,16384,16384,922,0.3134
fp128,mpfr+754,mul,26.7403,37396708,0.084,16384,16384,716,0.3137
fp128,quadmath,mul,20.7503,48192091,0.065,16384,16384,910,0.3094
fp128,libcft,fma,391.3019,2555572,1.000,16384,16384,49,0.3141
fp128,mpfr,fma,62.4074,16023731,0.159,16384,16384,307,0.3139
fp128,mpfr+754,fma,70.7912,14126043,0.181,16384,16384,274,0.3178
fp128,quadmath,fma,818.0109,1222478,2.090,16384,16384,24,0.3217
fp128,libcft,div,8767.1873,114062,1.000,16384,16384,3,0.4309
fp128,mpfr,div,35.2347,28381103,0.004,16384,16384,543,0.3135
fp128,mpfr+754,div,41.2570,24238332,0.005,16384,16384,464,0.3136
fp128,quadmath,div,72.0802,13873441,0.008,16384,16384,265,0.3130
fp128,libcft,sqrt,10326.1529,96841,1.000,16384,16384,2,0.3384
fp128,mpfr,sqrt,42.5276,23514130,0.004,16384,16384,450,0.3135
fp128,mpfr+754,sqrt,48.8527,20469697,0.005,16384,16384,393,0.3146
fp128,quadmath,sqrt,418.5364,2389278,0.041,16384,16384,46,0.3154
fp128,libcft,add,461.3717,2167450,1.000,65536,65536,11,0.3326
fp128,mpfr,add,24.1562,41397180,0.052,65536,65536,198,0.3135
fp128,mpfr+754,add,30.4029,32891592,0.066,65536,65536,158,0.3148
fp128,quadmath,add,24.0156,41639562,0.052,65536,65536,198,0.3116
fp128,libcft,mul,317.9806,3144846,1.000,65536,65536,16,0.3334
fp128,mpfr,mul,18.3210,54582114,0.058,65536,65536,261,0.3134
fp128,mpfr+754,mul,24.1120,41473139,0.076,65536,65536,199,0.3145
fp128,quadmath,mul,20.5702,48613927,0.065,65536,65536,231,0.3114
fp128,libcft,fma,392.3423,2548795,1.000,65536,65536,13,0.3343
fp128,mpfr,fma,62.9077,15896309,0.160,65536,65536,64,0.2639
fp128,mpfr+754,fma,70.0972,14265907,0.179,65536,65536,64,0.2940
fp128,quadmath,fma,816.5249,1224702,2.081,65536,65536,6,0.3211
fp128,libcft,div,8926.9734,112020,1.000,65536,65536,1,0.5850
fp128,mpfr,div,35.8489,27894864,0.004,65536,65536,135,0.3172
fp128,mpfr+754,div,41.6233,24024998,0.005,65536,65536,115,0.3137
fp128,quadmath,div,72.2661,13837746,0.008,65536,65536,64,0.3031
fp128,libcft,sqrt,10322.1263,96879,1.000,65536,65536,1,0.6765
fp128,mpfr,sqrt,45.5195,21968595,0.004,65536,65536,111,0.3311
fp128,mpfr+754,sqrt,49.2777,20293170,0.005,65536,65536,90,0.2907
fp128,quadmath,sqrt,416.3730,2401693,0.040,65536,65536,12,0.3274
fp128,libcft,add,462.2543,2163311,1.000,262144,262144,1,0.1212
fp128,mpfr,add,30.1373,33181488,0.065,262144,262144,19,0.1501
fp128,mpfr+754,add,35.6429,28056064,0.077,262144,262144,17,0.1588
fp128,quadmath,add,24.2683,41205963,0.052,262144,262144,24,0.1527
fp128,libcft,mul,320.0268,3124739,1.000,262144,262144,2,0.1678
fp128,mpfr,mul,24.6563,40557586,0.077,262144,262144,23,0.1487
fp128,mpfr+754,mul,29.0446,34429755,0.091,262144,262144,20,0.1523
fp128,quadmath,mul,20.8020,48072325,0.065,262144,262144,28,0.1527
fp128,libcft,fma,392.6308,2546922,1.000,262144,262144,2,0.2059
fp128,mpfr,fma,65.0294,15377671,0.166,262144,262144,9,0.1534
fp128,mpfr+754,fma,72.4998,13793133,0.185,262144,262144,8,0.1520
fp128,quadmath,fma,816.4984,1224742,2.080,262144,262144,1,0.2140
fp128,libcft,div,8744.8520,114353,1.000,262144,262144,1,2.2924
fp128,mpfr,div,39.7960,25128185,0.005,262144,262144,15,0.1565
fp128,mpfr+754,div,45.1739,22136667,0.005,262144,262144,13,0.1539
fp128,quadmath,div,72.3198,13827479,0.008,262144,262144,8,0.1517
fp128,libcft,sqrt,10323.6870,96865,1.000,262144,262144,1,2.7063
fp128,mpfr,sqrt,46.4628,21522613,0.005,262144,262144,13,0.1583
fp128,mpfr+754,sqrt,52.1873,19161749,0.005,262144,262144,11,0.1505
fp128,quadmath,sqrt,417.1560,2397185,0.040,262144,262144,2,0.2187
fp128,libcft,add,463.1317,2159213,1.000,1048576,1048576,1,0.4856
fp128,mpfr,add,33.6731,29697329,0.073,1048576,1048576,5,0.1765
fp128,mpfr+754,add,38.9912,25646831,0.084,1048576,1048576,4,0.1635
fp128,quadmath,add,24.1998,41322661,0.052,1048576,1048576,6,0.1523
fp128,libcft,mul,317.5925,3148689,1.000,1048576,1048576,1,0.3330
fp128,mpfr,mul,25.2867,39546485,0.080,1048576,1048576,6,0.1591
fp128,mpfr+754,mul,29.4119,33999848,0.093,1048576,1048576,5,0.1542
fp128,quadmath,mul,20.7096,48286822,0.065,1048576,1048576,7,0.1520
fp128,libcft,fma,396.9292,2519341,1.000,1048576,1048576,1,0.4162
fp128,mpfr,fma,78.9864,12660411,0.199,1048576,1048576,2,0.1656
fp128,mpfr+754,fma,72.9219,13713310,0.184,1048576,1048576,2,0.1529
fp128,quadmath,fma,816.4834,1224765,2.057,1048576,1048576,1,0.8561
fp128,libcft,div,8783.9756,113844,1.000,1048576,1048576,1,9.2107
fp128,mpfr,div,40.5165,24681284,0.005,1048576,1048576,4,0.1699
fp128,mpfr+754,div,46.2479,21622607,0.005,1048576,1048576,4,0.1940
fp128,quadmath,div,72.3842,13815165,0.008,1048576,1048576,2,0.1518
fp128,libcft,sqrt,10412.8075,96036,1.000,1048576,1048576,1,10.9186
fp128,mpfr,sqrt,48.0085,20829666,0.005,1048576,1048576,3,0.1510
fp128,mpfr+754,sqrt,54.0290,18508565,0.005,1048576,1048576,3,0.1700
fp128,quadmath,sqrt,419.4116,2384293,0.040,1048576,1048576,1,0.4398
fp128,libcft,add,481.4597,2077017,1.000,4194304,4194304,1,2.0194
fp128,mpfr,add,30.8525,32412317,0.064,4194304,4194304,1,0.1294
fp128,mpfr+754,add,36.3690,27495962,0.076,4194304,4194304,1,0.1525
fp128,quadmath,add,24.4239,40943541,0.051,4194304,4194304,2,0.2049
fp128,libcft,mul,333.3932,2999461,1.000,4194304,4194304,1,1.3984
fp128,mpfr,mul,25.3767,39406289,0.076,4194304,4194304,2,0.2129
fp128,mpfr+754,mul,29.4648,33938825,0.088,4194304,4194304,1,0.1236
fp128,quadmath,mul,20.7902,48099607,0.062,4194304,4194304,2,0.1744
fp128,libcft,fma,401.8343,2488588,1.000,4194304,4194304,1,1.6854
fp128,mpfr,fma,65.3146,15310507,0.163,4194304,4194304,1,0.2739
fp128,mpfr+754,fma,72.8518,13726493,0.181,4194304,4194304,1,0.3056
fp128,quadmath,fma,818.1819,1222222,2.036,4194304,4194304,1,3.4317
fp128,libcft,div,8970.8847,111472,1.000,4194304,4194304,1,37.6266
